FieldId date-obs deltaT[sec] RA Dec
8011 59500.308049733794 105.322 62.8821 -2.65117
7781 59500.30926873843 99.124 62.09607 -4.22502
7553 59500.31041600694 105.332 61.57895 -5.79887
7324 59500.31163512731 99.21 60.78948 -7.37273
7097 59500.3127833912 99.251 60.26432 -8.94658
6870 59500.31393212963 99.284 59.73451 -10.52043
6645 59500.31508125 323.465 59.2 -12.09428
5977 59500.31882505787 99.489 56.45454 -16.81585
5758 59500.31997655093 93.603 55.89041 -18.3897
5540 59500.321059918984 220.183 55.57604 -19.96355
5112 59500.32360833333 93.771 53.49057 -23.11126
4902 59500.32469364583 216.103 53.14286 -24.68511
4489 59500.32719483796 197.083 51.17647 -27.83282
15871 59500.3294758912 108.81 115.13513 61.8768
3892 59500.3307352662 49.186 48.92308 -32.55437
15755 59500.331304548614 132.334 110.76923 60.30293
15633 59500.33283619213 32.181 107.70492 58.72908
3510 59500.33320865741 98.051 46.91489 -35.70208
15507 59500.33434350695 117.334 104.88189 57.15523
3143 59500.33570153935 10.847 44.75138 -38.84978
15375 59500.335827083334 126.208 102.27273 55.58138
15239 59500.33728782408 124.323 99.85402 54.00752
15097 59500.33872674769 75.368 97.60564 52.43367
2622 59500.3395990625 47.172 40.71428 -43.57134
14951 59500.34014503472 168.153 95.51021 50.85982
2296 59500.34209125 129.605 38.25 -46.71905
2139 59500.34359130787 348.935 36.0 -48.2929
1699 59500.34762990741 137.411 30.6383 -53.01446
1561 59500.3492203125 135.908 27.79412 -54.58831
1430 59500.35079332176 593.034 24.92308 -56.16217
955 59500.357657141205 156.582 9.90826 -62.45758
850 59500.35946943287 246.199 5.24272 -64.03143
848 59500.36231895833 254.492 356.32651 -65.60529
11182 59500.36526446759 92.671 72.99539 19.38277
746 59500.36633704861 90.647 342.3913 -67.17914
745 59500.3673862037 91.045 338.47824 -67.17914
744 59500.36843996528 49.171 334.56522 -67.17914
10518 59500.36900907407 41.912 70.22421 14.66121
743 59500.36949416667 90.758 330.65216 -67.17914
742 59500.370544606485 90.076 326.73914 -67.17914
741 59500.371587152775 77.707 322.82608 -67.17914
9843 59500.37248653935 112.326 68.49557 9.93965
9615 59500.3737866088 79.933 67.40088 8.3658
836 59500.37471175926 213.149 312.2449 -65.60529
8929 59500.37717876158 56.123 66.0262 3.64424
935 59500.37782833333 49.24 302.33008 -64.03143
8699 59500.37839824074 105.377 65.24017 2.07039
8470 59500.37961788195 105.383 64.45415 0.49654
8240 59500.380837592595 105.376 63.66812 -1.07732
8011 59500.382057222225 204.443 62.8821 -2.65117
7553 59500.38442346065 105.368 61.57895 -5.79887
7324 59500.38564299769 99.169 60.78948 -7.37273
7097 59500.38679078704 198.45 60.26432 -8.94658
6645 59500.389087662035 423.088 59.2 -12.09428
5758 59500.39398451389 93.482 55.89041 -18.3897
5540 59500.395066481484 313.981 55.57604 -19.96355
4902 59500.39870052083 216.178 53.14286 -24.68511
4489 59500.401202581015 305.777 51.17647 -27.83282
3892 59500.404741666665 213.705 48.92308 -32.55437
3510 59500.40721510417 215.381 46.91489 -35.70208
3143 59500.40970793981 336.801 44.75138 -38.84978
2622 59500.41360609954 215.25 40.71428 -43.57134
2296 59500.41609741898 129.702 38.25 -46.71905
2139 59500.41759859954 348.882 36.0 -48.2929
1699 59500.42163658565 137.47 30.6383 -53.01446
1561 59500.423227673615 135.932 27.79412 -54.58831
1430 59500.424800960645 143.884 24.92308 -56.16217
1303 59500.42646628472 122.698 21.6 -57.73602
7898 59500.42788640047 24.439 246.0262 -4.22502
1182 59500.428169259256 80.951 18.0 -59.30987
8127 59500.42910619213 69.48 245.24017 -2.65117
1065 59500.4299103588 35.93 14.08696 -60.88372
8355 59500.430326215275 115.633 244.45415 -1.07732
955 59500.43166456019 156.525 9.90826 -62.45758
850 59500.43347619213 230.104 5.24272 -64.03143
9498 59500.43613943287 16.118 241.57895 6.79195
848 59500.4363259838 300.009 356.32651 -65.60529
10175 59500.43979831019 47.129 239.20001 11.5135
746 59500.44034378472 90.667 342.3913 -67.17914
745 59500.4413931713 60.754 338.47824 -67.17914
10622 59500.442096342595 30.297 238.11658 14.66121
744 59500.442447002315 91.079 334.56522 -67.17914
743 59500.44350115741 90.744 330.65216 -67.17914
742 59500.44455143518 106.194 326.73914 -67.17914
11280 59500.445780532405 93.452 235.57603 19.38277
11495 59500.44686215278 160.412 235.2558 20.95662
836 59500.44871877315 187.83 312.2449 -65.60529
936 59500.45089273148 614.921 305.82523 -64.03143
13316 59500.45800987269 110.536 226.66667 35.12129
13502 59500.459289224535 210.799 225.48387 36.69514
13864 59500.461729027775 212.639 223.48314 39.84285
14210 59500.46419012731 234.972 221.29413 42.99055
14539 59500.466909710645 239.949 218.01242 46.13826
14850 59500.46968689815 104.955 214.3421 49.28596
14999 59500.47090165509 382.225 213.06123 50.85982
15413 59500.475325555555 288.827 205.90909 55.58138
15664 59500.47866846065 113.116 199.18033 58.72908
15783 59500.47997767361 1893.55 196.92308 60.30293
7898 59500.501893761575 105.422 246.0262 -4.22502
8127 59500.50311392361 105.444 245.24017 -2.65117
8355 59500.50433434028 36.269 244.45415 -1.07732
15872 59500.50475412037 161.878 118.37838 61.8768
15756 59500.50662770833 303.979 113.84615 60.30293
9498 59500.5101459838 158.867 241.57895 6.79195
15375 59500.51198472222 126.205 102.27273 55.58138
15239 59500.51344542824 31.145 99.85402 54.00752
10175 59500.51380590278 93.179 239.20001 11.5135
15097 59500.51488436342 105.273 97.60564 52.43367
10622 59500.516102800924 17.27 238.11658 14.66121
14951 59500.51630268519 301.134 95.51021 50.85982
11280 59500.519788032405 93.327 235.57603 19.38277
11495 59500.52086820602 226.943 235.2558 20.95662
11919 59500.52349486111 736.347 232.89099 24.10432
13316 59500.53201739583 110.557 226.66667 35.12129
13502 59500.53329699074 555.943 225.48387 36.69514
14377 59500.539731516204 102.387 219.03615 44.56441
14539 59500.540916550926 43.629 218.01242 46.13826
11182 59500.5414215162 196.36 72.99539 19.38277
14850 59500.54369420139 6.895 214.3421 49.28596
10742 59500.54377400463 308.094 71.67421 16.23506
10069 59500.54733990741 63.501 69.60001 11.5135
15280 59500.548074872684 49.24 207.59125 54.00752
9843 59500.548644780094 59.398 68.49557 9.93965
15413 59500.549332256945 240.452 205.90909 55.58138
9158 59500.552115266204 48.42 66.81223 5.21809
15664 59500.55267568287 56.988 199.18033 58.72908
8929 59500.5533352662 105.437 66.0262 3.64424
8699 59500.554555601855 23.724 65.24017 2.07039
15782 59500.55483018519 81.73 193.84616 60.30293
8470 59500.55577613426 70.073 64.45415 0.49654
15894 59500.55658716435 35.388 189.72974 61.8768
8240 59500.556996747684 309.872 63.66812 -1.07732
7553 59500.56058322917 204.504 61.57895 -5.79887
7097 59500.56295017361 99.099 60.26432 -8.94658
6870 59500.564097152776 99.127 59.73451 -10.52043
6645 59500.56524445602 423.357 59.2 -12.09428
5758 59500.5701444213 93.186 55.89041 -18.3897
5540 59500.571222962964 220.659 55.57604 -19.96355
5112 59500.57377688657 93.348 53.49057 -23.11126
4902 59500.57485730324 216.334 53.14286 -24.68511
4489 59500.57736116898 120.961 51.17647 -27.83282
15872 59500.57876118056 96.997 118.37838 61.8768
4088 59500.57988383102 64.881 49.09091 -30.98052
15756 59500.58063476852 134.732 113.84615 60.30293
15634 59500.582194166665 19.962 110.65574 58.72908
3699 59500.58242520833 112.636 46.875 -34.12823
15508 59500.58372886574 96.82 107.71654 57.15523
3325 59500.584849467596 217.083 45.0 -37.27593
2965 59500.58736200231 340.768 42.71186 -40.42364
2456 59500.59130607639 343.898 38.41463 -45.1452
1988 59500.59528637731 140.066 33.6 -49.86675
1840 59500.59690751157 641.036 30.82191 -51.44061
1182 59500.60432690972 380.834 18.0 -59.30987
954 59500.60873471065 159.801 6.6055 -62.45758
849 59500.61058425926 84.473 1.74757 -64.03143
951 59500.611561956015 254.032 358.25241 -64.03143
846 59500.6145021412 89.259 348.97958 -65.60529
845 59500.61553523148 194.065 345.30612 -65.60529
10742 59500.617781354165 195.069 71.67421 16.23506
10295 59500.62003909722 113.001 70.71429 13.08736
10069 59500.62134697917 41.666 69.60001 11.5135
839 59500.62182922454 89.084 323.26529 -65.60529
838 59500.62286028935 169.294 319.59183 -65.60529
9388 59500.62481971065 109.152 67.89474 6.79195
937 59500.62608304398 3.393 309.32037 -64.03143
9158 59500.62612231482 105.434 66.81223 5.21809
8929 59500.62734261574 105.464 66.0262 3.64424
8699 59500.62856326389 824.384 65.24017 2.07039
6870 59500.63810474537 99.076 59.73451 -10.52043
6645 59500.639251458335 92.754 59.2 -12.09428
6421 59500.640325 330.695 58.92376 -13.66814
5758 59500.64415248843 93.057 55.89041 -18.3897
5540 59500.64522953704 220.786 55.57604 -19.96355
5112 59500.64778493055 93.217 53.49057 -23.11126
4902 59500.64886383102 216.389 53.14286 -24.68511
4489 59500.65136833333 218.008 51.17647 -27.83282
4088 59500.653891574075 219.614 49.09091 -30.98052
3699 59500.65643340278 209.378 46.875 -34.12823
3325 59500.65885675926 217.053 45.0 -37.27593
2965 59500.661368946756 340.78 42.71186 -40.42364
2456 59500.66531315972 343.843 38.41463 -45.1452
1988 59500.66929282407 140.161 33.6 -49.86675
1840 59500.67091505787 137.484 30.82191 -51.44061
1698 59500.67250630787 729.532 28.08511 -53.01446
1064 59500.68094996528 154.831 10.95652 -60.88372
954 59500.68274199074 244.302 6.6055 -62.45758
951 59500.685569560184 253.975 358.25241 -64.03143
846 59500.688509085645 7.354 348.97958 -65.60529
9951 59500.68859420139 81.948 240.53096 9.93965
845 59500.68954267361 234.736 345.30612 -65.60529
10622 59500.692259525465 219.027 238.11658 14.66121
840 59500.694794560186 90.02 326.93878 -65.60529
839 59500.69583645833 9.532 323.26529 -65.60529
11280 59500.695946782405 79.522 235.57603 19.38277
838 59500.696867175924 13.497 319.59183 -65.60529
11495 59500.69702339121 264.96 235.2558 20.95662
937 59500.70009005787 173.997 309.32037 -64.03143
1044 59500.70210391204 524.532 303.85321 -62.45758
13316 59500.70817488426 110.594 226.66667 35.12129
13502 59500.70945490741 210.543 225.48387 36.69514
13864 59500.711891747684 131.103 223.48314 39.84285
14039 59500.71340914352 214.259 221.3793 41.4167
14377 59500.71588899306 238.279 219.03615 44.56441
14697 59500.71864685185 374.991 215.5414 47.71211
15141 59500.72298702546 107.56 209.15494 52.43367
15280 59500.72423193287 285.603 207.59125 54.00752
15541 59500.72753752315 298.149 201.25984 57.15523
15782 59500.73098832176 1989.213 193.84616 60.30293
15873 59500.75401162037 165.659 121.62162 61.8768
15757 59500.755928969906 378.616 116.92308 60.30293
9498 59500.76031109954 93.806 241.57895 6.79195
15376 59500.76139681713 103.993 105.00001 55.58138
9951 59500.76260043981 24.454 240.53096 9.93965
15240 59500.76288347222 94.201 102.48175 54.00752
10175 59500.763973761575 32.282 239.20001 11.5135
15098 59500.76434739583 124.616 100.14085 52.43367
14952 59500.76578971065 41.187 97.95918 50.85982
10622 59500.766266412036 81.662 238.11658 14.66121
14800 59500.76721157407 236.974 95.92106 49.28596
11280 59500.7699543287 92.886 235.57603 19.38277
11495 59500.77102939815 227.588 235.2558 20.95662
11919 59500.77366351852 108.138 232.89099 24.10432
12128 59500.77491511574 108.548 231.92308 25.67818
12333 59500.77617145833 519.254 230.92683 27.25203
13316 59500.78218134259 110.604 226.66667 35.12129
13502 59500.78346148148 129.435 225.48387 36.69514
13685 59500.784959571756 212.276 223.51648 38.269
14039 59500.78741646991 442.095 221.3793 41.4167
10963 59500.79253331019 10.376 73.15068 17.80891
14697 59500.79265340278 192.76 215.5414 47.71211
10519 59500.794884421295 75.618 71.83856 14.66121
14998 59500.79575962963 37.745 210.61224 50.85982
10295 59500.79619649306 68.903 70.71429 13.08736
15141 59500.79699398148 231.135 209.15494 52.43367
9616 59500.799669155094 51.256 68.98679 8.3658
15412 59500.80026239583 61.706 203.18181 55.58138
9388 59500.80097658565 232.936 67.89474 6.79195
15663 59500.80367260417 345.427 196.22951 58.72908
15893 59500.807670601855 569.717 186.4865 61.8768
6870 59500.81426454861 98.94 59.73451 -10.52043
6645 59500.8154096875 423.622 59.2 -12.09428
5758 59500.82031271991 92.738 55.89041 -18.3897
5540 59500.821386076386 221.062 55.57604 -19.96355
5112 59500.82394466435 92.894 53.49057 -23.11126
4902 59500.82501982639 178.502 53.14286 -24.68511
15874 59500.82708582176 37.993 124.86486 61.8768
4489 59500.827525555556 208.261 51.17647 -27.83282
15757 59500.8299359838 9.841 116.92308 60.30293
4088 59500.83004988426 127.243 49.09091 -30.98052
15635 59500.83152260417 92.443 113.60656 58.72908
3699 59500.8325925463 42.49 46.875 -34.12823
15509 59500.833084328704 166.684 110.55119 57.15523
3325 59500.83501354167 348.856 45.0 -37.27593
2790 59500.83905122685 344.762 40.57803 -41.99749
2295 59500.843041527776 132.478 36.0 -46.71905
2138 59500.84457483796 353.327 33.67742 -48.2929
1698 59500.84866427083 140.4 28.08511 -53.01446
1560 59500.850289270835 139.105 25.14706 -54.58831
1429 59500.85189928241 146.844 22.15385 -56.16217
1302 59500.85359886574 150.005 18.72 -57.73602
1181 59500.85533503472 389.53 15.0 -59.30987
953 59500.8598434838 249.316 3.30275 -62.45758
950 59500.862729085646 329.337 354.75726 -64.03143
10963 59500.866540856485 7.6 73.15068 17.80891
16129 59500.86662881944 100.792 341.83252 -64.82735
843 59500.86779539352 91.072 337.95917 -65.60529
842 59500.868849467595 3.619 334.28571 -65.60529
10519 59500.86889135417 300.131 71.83856 14.66121
9844 59500.87236509259 113.235 70.08849 9.93965
9616 59500.87367568287 49.618 68.98679 8.3658
939 59500.87424996528 63.435 316.31067 -64.03143
9388 59500.874984166665 201.165 67.89474 6.79195
1045 59500.87731246528 171.65 307.15594 -62.45758
1157 59500.879299155094 874.209 302.08694 -60.88372
6645 59500.889417314815 92.302 59.2 -12.09428
6421 59500.890485625 423.97 58.92376 -13.66814
5540 59500.89539268518 221.168 55.57604 -19.96355
5112 59500.8979525 92.754 53.49057 -23.11126
4902 59500.89902604167 216.529 53.14286 -24.68511
4489 59500.90153216435 218.132 51.17647 -27.83282
4088 59500.90405684028 219.705 49.09091 -30.98052
3699 59500.90659972222 209.08 46.875 -34.12823
3325 59500.90901962963 348.949 45.0 -37.27593
2790 59500.913058391205 128.112 40.57803 -41.99749
2621 59500.91454116898 216.619 38.57143 -43.57134
2295 59500.91704833334 132.549 36.0 -46.71905
2138 59500.91858246528 353.206 33.67742 -48.2929
1698 59500.92267049768 140.434 28.08511 -53.01446
1560 59500.92429589121 139.106 25.14706 -54.58831
1429 59500.92590591435 146.847 22.15385 -56.16217
1302 59500.92760553241 149.989 18.72 -57.73602
1181 59500.9293415162 75.19 15.0 -59.30987
8356 59500.930211770836 105.584 246.0262 -1.07732
8585 59500.93143380787 50.959 245.24017 0.49654
1063 59500.93202361111 54.619 7.82609 -60.88372
8813 59500.93265577546 103.219 244.45415 2.07039
953 59500.93385043982 2.34 3.30275 -62.45758
9042 59500.93387752315 105.527 243.66812 3.64424
9270 59500.93509890046 141.44 242.8821 5.21809
950 59500.9367359375 88.252 354.75726 -64.03143
949 59500.93775737269 86.375 351.26212 -64.03143
9951 59500.938757083335 162.366 240.53096 9.93965
16129 59500.94063631944 154.47 341.83252 -64.82735
10622 59500.942424166664 92.32 238.11658 14.66121
10844 59500.94349268518 226.419 237.82806 16.23506
11280 59500.946113275466 92.555 235.57603 19.38277
11495 59500.94718451389 4.109 235.2558 20.95662
940 59500.94723207176 88.554 319.80582 -64.03143
939 59500.94825700232 135.335 316.31067 -64.03143
11919 59500.94982337963 108.178 232.89099 24.10432
12128 59500.951075439814 21.085 231.92308 25.67818
1045 59500.951319479165 171.663 307.15594 -62.45758
1157 59500.95330631945 675.01 302.08694 -60.88372
13685 59500.961118935185 212.033 223.51648 38.269
14039 59500.96357302083 133.455 221.3793 41.4167
14209 59500.96511763889 238.393 219.17648 42.99055
14538 59500.96787681713 243.481 215.7764 46.13826
14849 59500.97069488426 105.635 211.97368 49.28596
14998 59500.971917511575 279.411 210.61224 50.85982
15279 59500.97515143519 109.549 204.9635 54.00752
15412 59500.976419363426 181.666 203.18181 55.58138
15540 59500.97852197917 112.967 198.4252 57.15523
15663 59500.97982946759 190.586 196.22951 58.72908
15781 59500.98203532407 236.871 190.76924 60.30293
15892 59500.98477688657 1574.111 183.24324 61.8768
8128 59501.00299576389 21.399 246.81223 -2.65117
15874 59501.0032434375 84.188 124.86486 61.8768
8356 59501.004217835645 85.142 246.0262 -1.07732
15758 59501.00520327546 20.455 120.0 60.30293
8585 59501.005440023146 105.592 245.24017 0.49654
8813 59501.00666215278 13.317 244.45415 2.07039
15636 59501.006816284724 92.256 116.55738 58.72908
9042 59501.0078840625 105.54 243.66812 3.64424
9270 59501.00910559028 144.57 242.8821 5.21809
15377 59501.010778854165 130.683 107.72728 55.58138
15241 59501.01229138889 40.844 105.10949 54.00752
9951 59501.01276412037 87.803 240.53096 9.93965
15099 59501.01378035879 126.701 102.67606 52.43367
14953 59501.01524680555 102.359 100.40816 50.85982
10622 59501.016431516204 22.491 238.11658 14.66121
14801 59501.01669182871 296.274 98.28947 49.28596
11280 59501.020120925925 92.413 235.57603 19.38277
11495 59501.021190520834 228.158 235.2558 20.95662
11919 59501.023831238424 108.19 232.89099 24.10432
12128 59501.0250834375 108.598 231.92308 25.67818
12333 59501.026340358796 109.005 230.92683 27.25203
12536 59501.02760199074 109.41 229.90099 28.82588
12735 59501.02886831018 109.81 228.84422 30.39973
12932 59501.03013925926 110.2 227.7551 31.97359
13125 59501.03141472222 320.662 226.63213 33.54744
13685 59501.03512608796 345.508 223.51648 38.269
14209 59501.03912502315 238.405 219.17648 42.99055
14538 59501.04188434028 151.378 215.7764 46.13826
10743 59501.04363640046 92.094 73.30317 16.23506
14849 59501.04470230324 276.47 211.97368 49.28596
15140 59501.0479021875 53.489 206.61972 52.43367
9844 59501.04852127315 55.056 70.08849 9.93965
15279 59501.04915849537 58.38 204.9635 54.00752
9616 59501.04983418981 232.844 68.98679 8.3658
15540 59501.05252914352 188.166 198.4252 57.15523
15662 59501.05470699074 194.379 193.27869 58.72908
15780 59501.056956747685 157.882 187.69231 60.30293
15892 59501.058784085646 46.164 183.24324 61.8768
7782 59501.059318391206 540.749 63.66812 -4.22502
6645 59501.06557706019 91.967 59.2 -12.09428
6421 59501.06664149305 331.782 58.92376 -13.66814
5758 59501.0704815625 92.259 55.89041 -18.3897
5540 59501.071549375 221.392 55.57604 -19.96355
5112 59501.07411178241 188.598 53.49057 -23.11126
15875 59501.07629462963 120.397 128.10811 61.8768
4489 59501.07768811342 52.434 51.17647 -27.83282
15759 59501.07829498842 165.744 123.07693 60.30293
4088 59501.08021332176 52.706 49.09091 -30.98052
15636 59501.080823344906 137.229 116.55738 58.72908
15510 59501.08241164352 29.796 113.38583 57.15523
3699 59501.08275650463 105.263 46.875 -34.12823
15378 59501.08397482639 23.605 110.45455 55.58138
3509 59501.084248032406 216.731 45.0 -35.70208
3142 59501.08675649305 340.69 42.76243 -38.84978
2621 59501.09069966435 136.288 38.57143 -43.57134
2455 59501.09227707176 347.919 36.21951 -45.1452
1987 59501.09630391204 142.876 31.2 -49.86675
1839 59501.097957569444 140.253 28.35616 -51.44061
1697 59501.09958086805 143.081 25.53191 -53.01446
1559 59501.10123689815 142.142 22.5 -54.58831
1428 59501.102882060186 149.563 19.38462 -56.16217
1301 59501.10461311343 152.638 15.84 -57.73602
1180 59501.106379756944 236.732 12.0 -59.30987
1062 59501.10911971065 160.648 4.69565 -60.88372
952 59501.1109790625 85.862 0.0 -62.45758
1060 59501.11197283565 257.407 356.69724 -62.45758
948 59501.114952083335 90.621 347.76697 -64.03143
947 59501.1160009375 91.317 344.27182 -64.03143
946 59501.11705784722 50.609 340.77667 -64.03143
10743 59501.11764359954 41.132 73.30317 16.23506
945 59501.11811966435 91.884 337.28152 -64.03143
944 59501.11918313657 61.516 333.78638 -64.03143
10296 59501.11989512732 30.233 72.32143 13.08736
943 59501.120245046295 83.615 330.29123 -64.03143
10070 59501.1212128125 7.721 71.2 11.5135
942 59501.121302175925 90.647 326.79608 -64.03143
941 59501.12235133102 273.33 323.30096 -64.03143
1047 59501.125514872685 41.288 313.76147 -62.45758
9159 59501.12599274306 105.543 68.38428 5.21809
8930 59501.127214305554 105.577 67.59825 3.64424
8700 59501.12843626158 8.322 66.81223 2.07039
1158 59501.12853258102 97.275 305.21738 -60.88372
8471 59501.12965844908 85.096 66.0262 0.49654
1276 59501.13064335648 20.506 300.0 -59.30987
8241 59501.13088069444 105.591 65.24017 -1.07732
8012 59501.1321028125 105.566 64.45415 -2.65117
7782 59501.1333246412 98.37 63.66812 -4.22502
7554 59501.13446318287 105.562 63.1579 -5.79887
7325 59501.13568496528 428.814 62.36842 -7.37273
6421 59501.14064809028 98.707 58.92376 -13.66814
6199 59501.141790532405 325.343 58.37838 -15.242
5540 59501.145556076386 221.475 55.57604 -19.96355
5112 59501.14811944444 308.859 53.49057 -23.11126
4489 59501.15169420139 218.187 51.17647 -27.83282
4088 59501.15421951389 219.732 49.09091 -30.98052
3699 59501.156762708335 129.017 46.875 -34.12823
3509 59501.15825596065 216.661 45.0 -35.70208
3142 59501.16076361111 340.649 42.76243 -38.84978
2621 59501.16470630787 136.397 38.57143 -43.57134
2455 59501.166284976855 347.795 36.21951 -45.1452
1987 59501.170310381945 142.942 31.2 -49.86675
1839 59501.17196480324 140.277 28.35616 -51.44061
1697 59501.17358837963 143.09 25.53191 -53.01446
1559 59501.17524451389 142.123 22.5 -54.58831
1428 59501.176889456015 89.947 19.38462 -56.16217
7899 59501.17793050926 59.594 247.59825 -4.22502
1301 59501.17862025463 45.991 15.84 -57.73602
8128 59501.179152557874 105.61 246.81223 -2.65117
8356 59501.180374895834 0.997 246.0262 -1.07732
1180 59501.18038643518 104.624 12.0 -59.30987
8585 59501.18159736111 105.616 245.24017 0.49654
8813 59501.18281976852 26.572 244.45415 2.07039
1062 59501.18312731481 79.024 4.69565 -60.88372
9042 59501.18404194444 105.561 243.66812 3.64424
9270 59501.18526371528 61.92 242.8821 5.21809
1060 59501.185980381946 134.903 356.69724 -62.45758
9725 59501.18754175926 119.313 241.85022 8.3658
9951 59501.18892269676 3.109 240.53096 9.93965
948 59501.188958680556 90.66 347.76697 -64.03143
947 59501.19000798611 91.341 344.27182 -64.03143
946 59501.19106517361 12.069 340.77667 -64.03143
10400 59501.19120486111 79.681 239.46428 13.08736
945 59501.19212709491 40.03 337.28152 -64.03143
10622 59501.192590405095 51.851 238.11658 14.66121
944 59501.19319053241 39.978 333.78638 -64.03143
10844 59501.19365324074 51.759 237.82806 16.23506
943 59501.19425230324 91.316 330.29123 -64.03143
942 59501.19530920139 83.888 326.79608 -64.03143
11280 59501.19628012731 92.062 235.57603 19.38277
11495 59501.19734565972 188.037 235.2558 20.95662
1047 59501.19952201389 40.478 313.76147 -62.45758
11919 59501.19999050926 108.205 232.89099 24.10432
12128 59501.20124288194 108.611 231.92308 25.67818
12333 59501.2024999537 3.424 230.92683 27.25203
1158 59501.20253958333 105.593 305.21738 -60.88372
12536 59501.20376172454 76.783 229.90099 28.82588
1276 59501.204650416665 32.633 300.0 -59.30987
12735 59501.20502811343 109.811 228.84422 30.39973
12932 59501.206299074074 110.195 227.7551 31.97359
13125 59501.207574479165 320.37 226.63213 33.54744
13685 59501.21128246528 132.035 223.51648 38.269
13863 59501.21281064815 213.491 221.46066 39.84285
14209 59501.2152816088 238.421 219.17648 42.99055
14538 59501.21804111111 138.9 215.7764 46.13826
14696 59501.21964875 104.536 213.2484 47.71211
14849 59501.220858657405 276.653 211.97368 49.28596
15140 59501.22406065972 287.932 206.61972 52.43367
15411 59501.22739320602 299.921 200.45454 55.58138
15662 59501.23086451389 194.432 193.27869 58.72908
15780 59501.23311488426 242.072 187.69231 60.30293
15891 59501.23591664352 1344.261 180.0 61.8768
15876 59501.251475219906 39.979 131.35136 61.8768
7899 59501.251937939815 105.59 247.59825 -4.22502
8128 59501.2531600463 30.616 246.81223 -2.65117
15760 59501.25351439815 75.0 126.15385 60.30293
8356 59501.254382453706 105.628 246.0262 -1.07732
8585 59501.255605 42.011 245.24017 0.49654
15637 59501.25609123843 63.611 119.5082 58.72908
8813 59501.25682747685 105.602 244.45415 2.07039
9042 59501.25804972222 105.566 243.66812 3.64424
9270 59501.25927155092 74.382 242.8821 5.21809
15378 59501.2601324537 122.296 110.45455 55.58138
9725 59501.26154791666 10.613 241.85022 8.3658
15242 59501.26167075231 108.848 107.73723 54.00752
9951 59501.26293056713 21.963 240.53096 9.93965
15100 59501.26318476852 128.791 105.21127 52.43367
14954 59501.264675405095 46.275 102.85715 50.85982
10400 59501.26521099537 80.585 239.46428 13.08736
14802 59501.266143692126 39.272 100.6579 49.28596
10622 59501.266598229166 85.754 238.11658 14.66121
14646 59501.267590752315 5.925 98.59872 47.71211
10844 59501.2676593287 227.11 237.82806 16.23506
11280 59501.27028791667 91.91 235.57603 19.38277
11495 59501.271351689815 228.653 235.2558 20.95662
11919 59501.273998136574 108.206 232.89099 24.10432
12128 59501.275250520834 108.612 231.92308 25.67818
12333 59501.27650760417 109.016 230.92683 27.25203
12536 59501.27776936343 109.414 229.90099 28.82588
12735 59501.27903572917 109.807 228.84422 30.39973
12932 59501.280306643515 110.188 227.7551 31.97359
13125 59501.281581967596 452.399 226.63213 33.54744
13863 59501.28681806713 349.237 221.46066 39.84285
14376 59501.29086016204 131.04 216.86748 44.56441
10964 59501.2923768287 110.489 74.79452 17.80891
14696 59501.293655636575 92.851 213.2484 47.71211
10520 59501.29473030093 114.16 73.45291 14.66121
10296 59501.29605159722 66.84 72.32143 13.08736
14997 59501.29682520833 47.178 208.16327 50.85982
10070 59501.29737125 237.558 71.2 11.5135
15278 59501.30012076389 61.683 202.33577 54.00752
9389 59501.3008346875 48.829 69.47369 6.79195
15411 59501.30139983796 64.737 200.45454 55.58138
9159 59501.30214910879 105.552 68.38428 5.21809
8930 59501.303370775466 15.668 67.59825 3.64424
15539 59501.30355211806 89.92 195.59056 57.15523
8700 59501.304592858796 102.161 66.81223 2.07039
15661 59501.305775277775 3.448 190.32787 58.72908
8471 59501.30581518519 105.615 66.0262 0.49654
8241 59501.30703758102 88.827 65.24017 -1.07732
15779 59501.3080656713 16.777 184.61539 60.30293
8012 59501.30825984954 105.578 64.45415 -2.65117
7782 59501.30948181713 98.198 63.66812 -4.22502
7554 59501.31061836806 26.133 63.1579 -5.79887
15890 59501.31092083333 79.436 176.75676 61.8768
7325 59501.31184023148 527.507 62.36842 -7.37273
6199 59501.317945636576 325.499 58.37838 -15.242
5540 59501.32171298611 221.649 55.57604 -19.96355
5112 59501.324278368054 17.982 53.49057 -23.11126
15877 59501.32448649305 205.198 134.5946 61.8768
4693 59501.326861469905 57.03 51.30434 -26.25896
15760 59501.32752153935 161.058 126.15385 60.30293
4286 59501.32938563657 201.045 49.25373 -29.40667
15511 59501.33171254629 18.628 116.22047 57.15523
3891 59501.331928148145 118.669 47.07692 -32.55437
15379 59501.333301631945 96.142 113.18182 55.58138
3509 59501.334414386576 495.626 45.0 -35.70208
14802 59501.34015079861 125.025 100.6579 49.28596
14646 59501.341597847226 72.995 98.59872 47.71211
2455 59501.34244269676 34.267 36.21951 -45.1452
14485 59501.34283930556 104.332 97.26708 46.13826
2294 59501.34404685185 135.147 33.75 -46.71905
2137 59501.34561105324 868.498 31.35484 -48.2929
1300 59501.35566311343 155.028 12.96 -57.73602
1179 59501.357457418984 241.27 9.0 -59.30987
1061 59501.360249895835 250.716 1.56522 -60.88372
1059 59501.363151701386 88.926 353.3945 -62.45758
1058 59501.3641809375 393.65 350.09174 -62.45758
10520 59501.36873707176 114.225 73.45291 14.66121
