FieldId date-obs deltaT[sec] RA Dec
8987 59517.51597564815 11.504 157.20523 3.64424
13148 59517.5161087963 158.304 269.53366 33.54744
8756 59517.517941018516 169.909 154.84715 2.07039
8526 59517.51990755787 15.755 152.48907 0.49654
13335 59517.520089907404 91.659 262.85715 35.12129
13334 59517.521150775465 156.939 260.95239 35.12129
8066 59517.522967199075 169.749 149.34497 -2.65117
7835 59517.524931886575 89.79 146.98689 -4.22502
13516 59517.52597112268 185.672 252.58064 36.69514
13514 59517.528120104165 33.394 248.70967 36.69514
7376 59517.528506608796 59.644 142.89474 -7.37273
13513 59517.52919693287 186.292 246.77419 36.69514
13511 59517.53135309028 93.175 242.90321 36.69514
13510 59517.53243150463 16.979 240.96774 36.69514
6919 59517.53262802083 76.165 137.78761 -10.52043
13509 59517.533509560184 64.331 239.03226 36.69514
6693 59517.53425413195 28.742 136.0 -12.09428
13508 59517.53458679398 160.494 237.09677 36.69514
6467 59517.536444363424 25.286 133.18385 -13.66814
13506 59517.53673702546 115.964 233.2258 36.69514
6244 59517.53807920139 396.471 131.35135 -15.242
13314 59517.54266798611 91.398 222.85715 35.12129
13313 59517.54372583333 288.133 220.95238 35.12129
13119 59517.54706070602 89.502 215.44041 33.54744
13118 59517.5480966088 230.297 213.57513 33.54744
12922 59517.55076208333 315.345 209.38776 31.97359
12721 59517.554411909725 224.969 203.51759 30.39973
12519 59517.55701571759 222.367 199.60396 28.82588
12313 59517.55958940972 219.569 195.80489 27.25203
12105 59517.56213071759 152.076 192.11539 25.67818
3917 59517.56389085648 64.556 95.07693 -32.55437
11893 59517.56463803241 172.062 188.53079 24.10432
11680 59517.56662949074 124.388 185.9155 22.53047
3721 59517.568069166664 46.92 88.125 -34.12823
11464 59517.568612222225 170.433 183.34883 20.95662
11247 59517.57058482639 127.231 180.8295 19.38277
3528 59517.57205740741 42.228 81.38297 -35.70208
11027 59517.572546157404 49.564 178.35617 17.80891
3527 59517.57311981481 92.111 79.46808 -35.70208
3526 59517.57418591435 26.718 77.55319 -35.70208
10806 59517.57449515046 167.249 175.9276 16.23506
10582 59517.57643090278 206.433 173.5426 14.66121
10357 59517.578820173614 129.107 170.35713 13.08736
10131 59517.580314467596 102.711 168.8 11.5135
3335 59517.58150325232 93.468 64.56522 -37.27593
3334 59517.58258505787 93.462 62.6087 -37.27593
3333 59517.58366679398 44.317 60.65218 -37.27593
9676 59517.584179722224 128.336 164.14096 8.3658
9448 59517.58566509259 203.399 162.63159 6.79195
9217 59517.58801924768 292.43 159.56331 5.21809
3510 59517.59140385417 91.909 46.91489 -35.70208
3509 59517.59246761574 49.624 45.0 -35.70208
8527 59517.59304196759 169.908 154.06113 0.49654
8296 59517.59500849537 161.379 151.70305 -1.07732
3694 59517.59687630787 8.475 37.5 -34.12823
8066 59517.59697439815 81.308 149.34497 -2.65117
3693 59517.59791546296 88.419 35.625 -34.12823
7835 59517.59893883102 186.96 146.98689 -4.22502
3882 59517.601102719906 121.906 30.46154 -32.55437
7376 59517.60251366898 139.717 142.89474 -7.37273
7148 59517.60413076389 10.839 141.14537 -8.94658
4075 59517.60425621528 129.188 25.45455 -30.98052
6920 59517.60575144676 139.789 139.38052 -10.52043
4270 59517.607369375 180.738 20.59702 -29.40667
4470 59517.60946125 8.173 17.64706 -27.83282
6468 59517.60955584491 254.29 134.7982 -13.66814
4671 59517.612499016206 40.559 13.04348 -26.25896
16013 59517.61296844907 135.814 12.41192 -25.88622
4877 59517.61454037037 172.814 10.28571 -24.68511
5085 59517.616540532406 172.106 7.64151 -23.11126
5296 59517.6185325 171.825 5.04673 -21.53741
5508 59517.62052121528 1176.236 2.48848 -19.96355
7277 59517.63413505787 166.399 345.72687 -8.94658
7503 59517.636060972225 158.724 343.42105 -7.37273
3917 59517.63789805555 11.031 95.07693 -32.55437
7730 59517.63802572917 165.577 341.05264 -5.79887
7957 59517.63994212963 94.546 338.77731 -4.22502
3722 59517.64103641204 75.192 90.0 -34.12823
8185 59517.641906689816 267.711 336.41922 -2.65117
3529 59517.64500519676 91.513 83.29787 -35.70208
3528 59517.646064375 75.244 81.38297 -35.70208
8868 59517.64693525463 169.792 330.91702 2.07039
9096 59517.64890043982 290.956 328.55893 3.64424
3338 59517.65226798611 93.272 70.43478 -37.27593
3337 59517.65334752315 64.175 68.47826 -37.27593
9776 59517.654090289354 29.202 322.73126 8.3658
3336 59517.65442827546 93.443 66.52174 -37.27593
3335 59517.655509791664 55.337 64.56522 -37.27593
10001 59517.6561502662 38.133 320.17697 9.93965
3334 59517.65659162037 93.456 62.6087 -37.27593
3333 59517.65767328704 93.402 60.65218 -37.27593
3332 59517.6587543287 93.308 58.69565 -37.27593
3331 59517.65983428241 93.175 56.73913 -37.27593
3330 59517.66091269676 179.497 54.78261 -37.27593
16024 59517.66299020834 301.073 51.06938 -36.86564
3509 59517.66647484954 91.474 45.0 -35.70208
3508 59517.66753357639 289.487 43.08511 -35.70208
3694 59517.67088412037 89.647 37.5 -34.12823
3693 59517.67192170139 547.901 35.625 -34.12823
4075 59517.67826314815 268.916 25.45455 -30.98052
4270 59517.68137560185 180.848 20.59702 -29.40667
4470 59517.68346875 262.324 17.64706 -27.83282
4671 59517.686504907404 40.579 13.04348 -26.25896
16013 59517.686974571756 135.86 12.41192 -25.88622
4877 59517.688547025464 172.871 10.28571 -24.68511
5085 59517.690547847225 172.148 7.64151 -23.11126
5296 59517.69254030092 137.942 5.04673 -21.53741
13337 59517.69413685185 33.91 266.66666 35.12129
5508 59517.694529328706 57.151 2.48848 -19.96355
13336 59517.69519079861 322.163 264.7619 35.12129
13519 59517.69891953704 92.19 258.38708 36.69514
13518 59517.69998655093 92.443 256.4516 36.69514
13517 59517.70105649305 92.663 254.51613 36.69514
13516 59517.70212898148 185.326 252.58064 36.69514
6827 59517.704273958334 167.36 350.39999 -12.09428
7051 59517.70621099537 166.904 348.05307 -10.52043
7277 59517.70814275463 166.374 345.72687 -8.94658
7503 59517.71006837963 169.721 343.42105 -7.37273
7730 59517.71203274305 74.489 341.05264 -5.79887
13506 59517.71289488426 91.066 233.2258 36.69514
7957 59517.713948888886 1.441 338.77731 -4.22502
13505 59517.71396556713 92.26 231.29031 36.69514
13504 59517.71503339121 340.687 229.35483 36.69514
8641 59517.71897652778 78.306 333.27509 0.49654
13313 59517.719882847225 90.72 220.95238 35.12129
13312 59517.72093284722 0.836 219.04762 35.12129
8868 59517.72094252315 169.765 330.91702 2.07039
9096 59517.72290739584 169.596 328.55893 3.64424
9323 59517.7248703125 177.239 326.20087 5.21809
12922 59517.72692168981 87.62 209.38776 31.97359
12921 59517.72793581019 13.979 207.55101 31.97359
9776 59517.728097604166 177.958 322.73126 8.3658
10001 59517.73015730324 35.518 320.17697 9.93965
12721 59517.730568391205 225.027 203.51759 30.39973
12519 59517.73317287037 222.346 199.60396 28.82588
12313 59517.73574631944 219.481 195.80489 27.25203
12105 59517.738286608794 135.187 192.11539 25.67818
11894 59517.739851273145 253.484 190.23695 24.10432
11680 59517.74278511574 171.393 185.9155 22.53047
11464 59517.74476883102 170.491 183.34883 20.95662
11247 59517.74674210648 169.492 180.8295 19.38277
11027 59517.748703819445 168.407 178.35617 17.80891
10806 59517.75065297454 167.25 175.9276 16.23506
10582 59517.752588738425 129.587 173.5426 14.66121
10358 59517.754088587964 205.894 171.96428 13.08736
10131 59517.75647162037 129.229 168.8 11.5135
9905 59517.75796732639 333.175 167.25664 9.93965
9448 59517.76182351852 128.212 162.63159 6.79195
9218 59517.7633074537 169.547 161.13536 5.21809
8988 59517.76526980324 157.609 158.77728 3.64424
13338 59517.76709398148 12.106 268.57144 35.12129
8757 59517.76723409722 78.608 156.4192 2.07039
13337 59517.768143912035 91.202 266.66666 35.12129
8527 59517.76919949074 264.705 154.06113 0.49654
8067 59517.77226320602 57.265 150.91702 -2.65117
13519 59517.77292599537 112.391 258.38708 36.69514
7836 59517.77422681713 72.343 148.55894 -4.22502
13517 59517.77506412037 66.564 254.51613 36.69514
7607 59517.77583453704 169.666 146.84212 -5.79887
7377 59517.77779826389 355.171 144.47369 -7.37273
6920 59517.78190903935 140.306 139.38052 -10.52043
6694 59517.78353295139 291.151 137.60001 -12.09428
13506 59517.78690275463 38.303 233.2258 36.69514
6245 59517.78734607639 54.148 132.97298 -15.242
13505 59517.78797278935 92.194 231.29031 36.69514
13504 59517.78903984954 419.062 229.35483 36.69514
13313 59517.79389010416 288.516 220.95238 35.12129
13119 59517.79722940972 89.005 215.44041 33.54744
13118 59517.798259560186 230.7 213.57513 33.54744
12922 59517.80092969907 314.946 209.38776 31.97359
12721 59517.80457490741 225.039 203.51759 30.39973
12519 59517.807179525465 222.326 199.60396 28.82588
12313 59517.80975274306 137.037 195.80489 27.25203
12106 59517.81133881945 146.468 193.84616 25.67818
3918 59517.81303405092 71.291 96.92308 -32.55437
11894 59517.81385917824 172.888 190.23695 24.10432
11681 59517.81586019676 25.746 187.60564 22.53047
3723 59517.81615818287 341.12 91.875 -34.12823
3530 59517.82010633102 91.306 85.21276 -35.70208
3529 59517.821163113425 441.2 83.29787 -35.70208
3340 59517.82626959491 93.036 74.34782 -37.27593
3339 59517.82734640046 64.77 72.3913 -37.27593
10358 59517.82809605324 28.433 171.96428 13.08736
3338 59517.82842513889 93.331 70.43478 -37.27593
3337 59517.82950535879 93.418 68.47826 -37.27593
3336 59517.830586585646 93.465 66.52174 -37.27593
3335 59517.831668356484 26.432 64.56522 -37.27593
9905 59517.83197428241 67.038 167.25664 9.93965
3334 59517.83275018518 62.092 62.6087 -37.27593
9677 59517.83346884259 31.343 165.72687 8.3658
3333 59517.8338316088 93.357 60.65218 -37.27593
3332 59517.83491212963 93.24 58.69565 -37.27593
3331 59517.8359912963 93.082 56.73913 -37.27593
3330 59517.83706863426 21.264 54.78261 -37.27593
9218 59517.83731474537 71.621 161.13536 5.21809
3329 59517.838143692126 86.659 52.82609 -37.27593
16024 59517.83914668982 11.23 51.06938 -36.86564
8988 59517.839276666666 264.708 158.77728 3.64424
8528 59517.84234041667 25.387 155.63318 0.49654
3509 59517.84263424769 91.234 45.0 -35.70208
3508 59517.84369019676 53.184 43.08511 -35.70208
8297 59517.84430575232 169.75 153.2751 -1.07732
8067 59517.84627045139 66.87 150.91702 -2.65117
3694 59517.847044409726 89.316 37.5 -34.12823
3693 59517.848078159725 13.441 35.625 -34.12823
7836 59517.84823372685 138.936 148.55894 -4.22502
7607 59517.84984178241 123.181 146.84212 -5.79887
3882 59517.851267488426 46.463 30.46154 -32.55437
7377 59517.85180525463 139.522 144.47369 -7.37273
7149 59517.85342009259 86.436 142.73128 -8.94658
4075 59517.85442050926 53.396 25.45455 -30.98052
6921 59517.855038518515 130.171 140.97345 -10.52043
4271 59517.85654512732 197.474 22.38806 -29.40667
6469 59517.85883070602 68.785 136.41255 -13.66814
4470 59517.8596268287 179.411 17.64706 -27.83282
4672 59517.861703344905 432.119 14.78261 -26.25896
5085 59517.86670472222 0.988 7.64151 -23.11126
16071 59517.866716157405 171.243 7.84379 -22.76603
5296 59517.868698136575 171.901 5.04673 -21.53741
5508 59517.87068773148 169.825 2.48848 -19.96355
5724 59517.87265329861 169.301 0.0 -18.3897
6161 59517.87461280092 168.152 357.54544 -16.81585
6382 59517.87655900463 168.479 355.13513 -15.242
6603 59517.87850899305 166.147 352.73544 -13.66814
6827 59517.88043199074 167.309 350.39999 -12.09428
7051 59517.8823684375 427.851 348.05307 -10.52043
7731 59517.88732041667 156.627 342.63159 -5.79887
3724 59517.88913322917 9.214 93.75 -34.12823
7958 59517.88923987268 169.637 340.34937 -4.22502
8186 59517.89120326389 160.477 337.99127 -2.65117
3531 59517.893060636576 9.28 87.12766 -35.70208
8413 59517.89316804398 81.701 335.63318 -1.07732
3530 59517.89411365741 183.251 85.21276 -35.70208
8869 59517.896234618056 119.568 332.48907 2.07039
16082 59517.89761850695 44.151 79.16167 -37.10253
3342 59517.89812951389 5.966 78.26087 -37.27593
9097 59517.89819856481 86.669 330.13098 3.64424
3341 59517.89920167824 82.846 76.30435 -37.27593
9324 59517.900160543984 10.028 327.77292 5.21809
3340 59517.900276608794 93.074 74.34782 -37.27593
3339 59517.90135385417 175.29 72.3913 -37.27593
9777 59517.90338267361 177.507 324.31717 8.3658
10002 59517.905437152775 394.134 321.7699 9.93965
3331 59517.90999888889 93.04 56.73913 -37.27593
3330 59517.91107574074 92.833 54.78261 -37.27593
3329 59517.91215019676 86.725 52.82609 -37.27593
16024 59517.91315395833 392.549 51.06938 -36.86564
3508 59517.917697349534 90.714 43.08511 -35.70208
3507 59517.91874728009 288.382 41.17021 -35.70208
3693 59517.92208503472 275.593 35.625 -34.12823
3882 59517.92527476852 272.392 30.46154 -32.55437
4075 59517.928427453706 268.649 25.45455 -30.98052
4270 59517.93153681713 181.181 20.59702 -29.40667
4470 59517.93363381945 179.485 17.64706 -27.83282
4672 59517.93571119213 431.973 14.78261 -26.25896
5085 59517.94071087963 1.111 7.64151 -23.11126
16071 59517.94072373843 127.974 7.84379 -22.76603
13339 59517.94220491898 43.175 270.4762 35.12129
5296 59517.94270462963 171.915 5.04673 -21.53741
5508 59517.94469438658 103.99 2.48848 -19.96355
13522 59517.94589797454 65.843 264.19354 36.69514
5724 59517.9466600463 25.6 0.0 -18.3897
13521 59517.946956342596 91.786 262.25806 36.69514
13520 59517.94801868055 51.913 260.32257 36.69514
6161 59517.948619525465 336.606 357.54544 -16.81585
6603 59517.95251542824 166.133 352.73544 -13.66814
6827 59517.95443826389 166.86 350.39999 -12.09428
13696 59517.956369513886 93.235 245.27472 38.269
13695 59517.957448622685 165.539 243.29671 38.269
7504 59517.95936458333 169.629 345.0 -7.37273
7731 59517.961327881945 165.809 342.63159 -5.79887
7958 59517.96324696759 168.538 340.34937 -4.22502
13504 59517.96519763889 1.059 229.35483 36.69514
8186 59517.96520989583 90.65 337.99127 -2.65117
13503 59517.966259085646 174.374 227.41934 36.69514
8642 59517.96827730324 153.101 334.84714 0.49654
13313 59517.97004930556 16.646 220.95238 35.12129
8869 59517.970241967596 73.651 332.48907 2.07039
13312 59517.971094409724 96.001 219.04762 35.12129
9097 59517.97220553241 169.489 330.13098 3.64424
9324 59517.97416721065 21.584 327.77292 5.21809
13118 59517.97441702546 256.86 213.57513 33.54744
9777 59517.97738994213 61.079 324.31717 8.3658
12921 59517.978096875 116.4 207.55101 31.97359
10002 59517.979444097225 111.198 321.7699 9.93965
12721 59517.980731111114 225.044 203.51759 30.39973
12519 59517.98333578704 222.254 199.60396 28.82588
12313 59517.98590817129 137.472 195.80489 27.25203
12106 59517.987499282404 217.589 193.84616 25.67818
11894 59517.99001767361 172.984 190.23695 24.10432
11681 59517.99201980324 343.424 187.60564 22.53047
11248 59517.99599461805 170.225 182.48848 19.38277
11028 59517.997964814815 169.115 180.0 17.80891
10807 59517.99992216435 167.935 177.55656 16.23506
10583 59518.00186585648 206.2 175.15695 14.66121
10358 59518.00425243055 129.889 171.96428 13.08736
10132 59518.00575577546 334.412 170.40001 11.5135
9677 59518.00962628472 129.067 165.72687 8.3658
9449 59518.01112011574 298.187 164.21053 6.79195
8989 59518.014571354164 141.76 160.34933 3.64424
13339 59518.01621209491 27.84 270.4762 35.12129
8758 59518.01653431713 169.691 157.99126 2.07039
8528 59518.01849833333 121.477 155.63318 0.49654
13522 59518.01990431713 91.507 264.19354 36.69514
13521 59518.02096342592 52.066 262.25806 36.69514
8068 59518.021566041665 39.781 152.48907 -2.65117
13520 59518.02202646991 129.758 260.32257 36.69514
7837 59518.02352829861 138.71 150.131 -4.22502
7608 59518.025133738425 169.558 148.42105 -5.79887
7378 59518.02709621528 96.909 146.05264 -7.37273
13698 59518.02821784722 42.394 249.23077 38.269
7150 59518.02870851852 50.803 144.31718 -8.94658
13697 59518.0292965162 93.235 247.25275 38.269
13696 59518.030375625 93.231 245.27472 38.269
13695 59518.0314546875 93.184 243.29671 38.269
13694 59518.03253320602 24.573 241.31868 38.269
6695 59518.03281761574 328.406 139.2 -12.09428
6246 59518.03661861111 223.501 134.59459 -15.242
13504 59518.03920542824 91.625 229.35483 36.69514
13503 59518.040265902775 327.593 227.41934 36.69514
13313 59518.04405748843 90.167 220.95238 35.12129
13312 59518.04510108796 287.123 219.04762 35.12129
13118 59518.04842427083 231.025 213.57513 33.54744
12922 59518.051098171294 86.814 209.38776 31.97359
12921 59518.05210296296 227.626 207.55101 31.97359
12721 59518.05473752315 225.034 203.51759 30.39973
12519 59518.05734208333 139.266 199.60396 28.82588
12314 59518.05895395833 220.596 197.56097 27.25203
12106 59518.06150715278 217.507 193.84616 25.67818
11894 59518.06402459491 20.611 190.23695 24.10432
3725 59518.064263148146 152.406 95.625 -34.12823
11681 59518.066027106484 172.195 187.60564 22.53047
11465 59518.06802010417 12.87 185.02324 20.95662
3532 59518.0681690625 158.385 89.04255 -35.70208
11248 59518.07000222222 170.223 182.48848 19.38277
11028 59518.07197239583 15.297 180.0 17.80891
3344 59518.072149444444 92.187 82.17391 -37.27593
3343 59518.07321642361 48.374 80.21739 -37.27593
16082 59518.07377630787 13.248 79.16167 -37.10253
10807 59518.07392964121 30.865 177.55656 16.23506
3342 59518.074286875 137.054 78.26087 -37.27593
10583 59518.07587314815 130.237 175.15695 14.66121
10359 59518.07738052083 205.8 173.57143 13.08736
10132 59518.07976246528 129.855 170.40001 11.5135
9906 59518.081265416666 333.642 168.84955 9.93965
9449 59518.08512701389 128.817 164.21053 6.79195
9219 59518.08661795139 53.344 162.70741 5.21809
3330 59518.0872353588 92.7 54.78261 -37.27593
3329 59518.088308275466 23.352 52.82609 -37.27593
8989 59518.08857855324 69.077 160.34933 3.64424
3328 59518.089378055556 100.48 50.86956 -37.27593
8758 59518.090541018515 265.171 157.99126 2.07039
8298 59518.09361012732 21.285 154.84715 -1.07732
3508 59518.09385648148 90.431 43.08511 -35.70208
3507 59518.094903136574 57.908 41.17021 -35.70208
8068 59518.09557336805 169.505 152.48907 -2.65117
7837 59518.09753523148 61.154 150.131 -4.22502
3693 59518.09824303241 77.583 35.625 -34.12823
7608 59518.099140983795 169.532 148.42105 -5.79887
7378 59518.10110315972 28.532 146.05264 -7.37273
3882 59518.1014333912 110.794 30.46154 -32.55437
