field        ra       dec   eclip_l   eclip_b   galac_l   galac_b
00000 testfield testfield testfield testfield testfield testfield
08391 301.04803  -1.07732 303.01664  18.87418  40.46290 -16.63834
08392 302.62009  -1.07732 304.63489  18.52607  41.23993 -18.02410
08393 304.19214  -1.07732 306.24622  18.16346  42.02851 -19.40709
08394 305.76419  -1.07732 307.85055  17.78669  42.82985 -20.78702
08395 307.33624  -1.07732 309.44781  17.39613  43.64518 -22.16355
08396 308.90829  -1.07732 311.03792  16.99214  44.47585 -23.53634
08397 310.48035  -1.07732 312.62089  16.57508  45.32323 -24.90504
08398 312.05240  -1.07732 314.19667  16.14534  46.18881 -26.26924
08399 313.62445  -1.07732 315.76529  15.70330  47.07414 -27.62854
08400 315.19650  -1.07732 317.32680  15.24934  47.98089 -28.98249
08401 316.76855  -1.07732 318.88126  14.78385  48.91084 -30.33062
08402 318.34061  -1.07732 320.42874  14.30723  49.86589 -31.67242
08403 319.91266  -1.07732 321.96934  13.81988  50.84804 -33.00732
08404 321.48471  -1.07732 323.50317  13.32218  51.85946 -34.33473
08405 323.05676  -1.07732 325.03039  12.81455  52.90247 -35.65401
08406 324.62881  -1.07732 326.55114  12.29739  53.97955 -36.96444
08407 326.20087  -1.07732 328.06560  11.77109  55.09337 -38.26527
08408 327.77292  -1.07732 329.57394  11.23607  56.24677 -39.55565
08409 329.34497  -1.07732 331.07637  10.69272  57.44283 -40.83467
08410 330.91702  -1.07732 332.57311  10.14146  58.68484 -42.10134
08411 332.48907  -1.07732 334.06438   9.58269  59.97632 -43.35457
08412 334.06113  -1.07732 335.55044   9.01681  61.32105 -44.59317
08413 335.63318  -1.07732 337.03152   8.44423  62.72304 -45.81582
08414 337.20526  -1.07732 338.50791   7.86533  64.18664 -47.02110
08415 338.77731  -1.07732 339.97984   7.28056  65.71634 -48.20740
08416 340.34937  -1.07732 341.44763   6.69028  67.31703 -49.37300
08417 341.92142  -1.07732 342.91154   6.09492  68.99375 -50.51599
08418 343.49347  -1.07732 344.37188   5.49487  70.75183 -51.63430
08419 345.06552  -1.07732 345.82897   4.89053  72.59675 -52.72562
08420 346.63757  -1.07732 347.28311   4.28230  74.53412 -53.78746
08421 348.20963  -1.07732 348.73463   3.67057  76.56961 -54.81710
08422 349.78168  -1.07732 350.18383   3.05575  78.70877 -55.81156
08423 351.35373  -1.07732 351.63105   2.43824  80.95695 -56.76762
08424 352.92578  -1.07732 353.07662   1.81843  83.31908 -57.68182
08425 354.49783  -1.07732 354.52088   1.19672  85.79942 -58.55047
08426 356.06989  -1.07732 355.96417   0.57350  88.40130 -59.36965
08427 357.64194  -1.07732 357.40682  -0.05082  91.12676 -60.13524
08428 359.21399  -1.07732 358.84918  -0.67586  93.97624 -60.84296
08429   0.00000   0.49654   0.19649   0.45561  96.72978 -59.73254
08430   1.57205   0.49654   1.63895  -0.16969  99.65000 -60.31824
08431   3.14410   0.49654   3.08166  -0.79453 102.67093 -60.83730
08432   4.71616   0.49654   4.52495  -1.41852 105.78492 -61.28608
08433   6.28821   0.49654   5.96917  -2.04128 108.98190 -61.66122
08434   7.86026   0.49654   7.41465  -2.66239 112.24947 -61.95975
08435   9.43231   0.49654   8.86173  -3.28146 115.57308 -62.17918
08436  11.00437   0.49654  10.31076  -3.89810 118.93636 -62.31763
08437  12.57642   0.49654  11.76205  -4.51191 122.32151 -62.37387
08438  14.14847   0.49654  13.21593  -5.12248 125.71002 -62.34739
08439  15.72052   0.49654  14.67274  -5.72943 129.08326 -62.23845
08440  17.29258   0.49654  16.13278  -6.33234 132.42314 -62.04799
08441  18.86463   0.49654  17.59636  -6.93082 135.71267 -61.77769
08442  20.43668   0.49654  19.06379  -7.52446 138.93662 -61.42982
08443  22.00873   0.49654  20.53536  -8.11286 142.08177 -61.00719
08444  23.58079   0.49654  22.01137  -8.69562 145.13723 -60.51303
08445  25.15284   0.49654  23.49209  -9.27233 148.09445 -59.95090
08446  26.72489   0.49654  24.97780  -9.84259 150.94726 -59.32455
08447  28.29694   0.49654  26.46874 -10.40599 153.69169 -58.63786
08448  29.86900   0.49654  27.96520 -10.96212 156.32573 -57.89472
08449  31.44105   0.49654  29.46737 -11.51057 158.84906 -57.09902
08450  33.01310   0.49654  30.97549 -12.05095 161.26282 -56.25448
08451  34.58515   0.49654  32.48978 -12.58283 163.56930 -55.36473
08452  36.15720   0.49654  34.01044 -13.10582 165.77168 -54.43321
08453  37.72926   0.49654  35.53765 -13.61950 167.87379 -53.46313
08454  39.30131   0.49654  37.07155 -14.12347 169.87992 -52.45755
08455  40.87336   0.49654  38.61231 -14.61733 171.79466 -51.41929
08456  42.44542   0.49654  40.16007 -15.10067 173.62277 -50.35095
08457  44.01747   0.49654  41.71492 -15.57308 175.36900 -49.25497
08458  45.58952   0.49654  43.27695 -16.03418 177.03811 -48.13356
08459  47.16157   0.49654  44.84624 -16.48356 178.63476 -46.98878
08460  48.73362   0.49654  46.42284 -16.92084 180.16344 -45.82248
08461  50.30568   0.49654  48.00679 -17.34562 181.62847 -44.63640
08462  51.87773   0.49654  49.59807 -17.75752 183.03398 -43.43211
08463  53.44978   0.49654  51.19668 -18.15616 184.38387 -42.21105
08464  55.02183   0.49654  52.80256 -18.54117 185.68185 -40.97453
08465  56.59388   0.49654  54.41566 -18.91219 186.93141 -39.72378
08466  58.16594   0.49654  56.03589 -19.26886 188.13585 -38.45987
08467  59.73799   0.49654  57.66311 -19.61083 189.29821 -37.18386
08468  61.31004   0.49654  59.29720 -19.93777 190.42141 -35.89666
08469  62.88210   0.49654  60.93799 -20.24933 191.50815 -34.59911
08470  64.45415   0.49654  62.58528 -20.54521 192.56096 -33.29203
08471  66.02620   0.49654  64.23885 -20.82510 193.58221 -31.97614
08472  67.59825   0.49654  65.89846 -21.08871 194.57414 -30.65210
08473  69.17030   0.49654  67.56384 -21.33575 195.53882 -29.32053
08474  70.74236   0.49654  69.23472 -21.56597 196.47823 -27.98200
08475  72.31441   0.49654  70.91076 -21.77910 197.39418 -26.63707
08476  73.88646   0.49654  72.59163 -21.97492 198.28840 -25.28622
08477  75.45851   0.49654  74.27699 -22.15322 199.16254 -23.92990
08478  77.03056   0.49654  75.96644 -22.31379 200.01811 -22.56856
08479  78.60262   0.49654  77.65961 -22.45645 200.85658 -21.20259
08480  80.17467   0.49654  79.35607 -22.58104 201.67931 -19.83238
08481  81.74672   0.49654  81.05540 -22.68742 202.48759 -18.45828
08482  83.31877   0.49654  82.75716 -22.77546 203.28268 -17.08064
08483  84.89083   0.49654  84.46091 -22.84507 204.06576 -15.69975
08484  86.46288   0.49654  86.16618 -22.89616 204.83794 -14.31595
08485  88.03493   0.49654  87.87250 -22.92868 205.60031 -12.92951
08486  89.60699   0.49654  89.57942 -22.94258 206.35392 -11.54070
08487  91.17904   0.49654  91.28645 -22.93786 207.09976 -10.14980
08488  92.75109   0.49654  92.99311 -22.91451 207.83880  -8.75705
08489  94.32314   0.49654  94.69894 -22.87257 208.57199  -7.36272
08490  95.89520   0.49654  96.40347 -22.81208 209.30026  -5.96701
08491  97.46725   0.49654  98.10622 -22.73311 210.02448  -4.57019
08492  99.03930   0.49654  99.80676 -22.63576 210.74555  -3.17248
08493 100.61135   0.49654 101.50463 -22.52014 211.46434  -1.77409
08494 102.18340   0.49654 103.19940 -22.38638 212.18172  -0.37526
08495 103.75546   0.49654 104.89067 -22.23462 212.89853   1.02382
08496 105.32751   0.49654 106.57800 -22.06505 213.61564   2.42289
08497 106.89956   0.49654 108.26104 -21.87786 214.33389   3.82176
08498 108.47161   0.49654 109.93940 -21.67325 215.05416   5.22019
08499 110.04366   0.49654 111.61275 -21.45144 215.77731   6.61797
08500 111.61572   0.49654 113.28078 -21.21268 216.50423   8.01489
08501 113.18777   0.49654 114.94315 -20.95724 217.23582   9.41068
08502 114.75982   0.49654 116.59959 -20.68537 217.97301  10.80513
08503 116.33187   0.49654 118.24987 -20.39737 218.71673  12.19798
08504 117.90393   0.49654 119.89375 -20.09353 219.46797  13.58901
08505 119.47598   0.49654 121.53101 -19.77418 220.22773  14.97793
08506 121.04803   0.49654 123.16148 -19.43963 220.99705  16.36448
08507 122.62009   0.49654 124.78502 -19.09021 221.77704  17.74838
08508 124.19214   0.49654 126.40147 -18.72628 222.56882  19.12932
08509 125.76419   0.49654 128.01074 -18.34818 223.37358  20.50699
08510 127.33624   0.49654 129.61276 -17.95627 224.19259  21.88108
08511 128.90829   0.49654 131.20747 -17.55093 225.02714  23.25122
08512 130.48035   0.49654 132.79485 -17.13253 225.87865  24.61705
08513 132.05240   0.49654 134.37487 -16.70144 226.74857  25.97817
08514 133.62445   0.49654 135.94756 -16.25806 227.63846  27.33415
08515 135.19650   0.49654 137.51297 -15.80278 228.54998  28.68455
08516 136.76855   0.49654 139.07114 -15.33598 229.48490  30.02888
08517 138.34061   0.49654 140.62217 -14.85807 230.44510  31.36662
08518 139.91266   0.49654 142.16614 -14.36945 231.43258  32.69720
08519 141.48471   0.49654 143.70319 -13.87052 232.44947  34.02001
08520 143.05676   0.49654 145.23346 -13.36168 233.49808  35.33439
08521 144.62881   0.49654 146.75709 -12.84334 234.58085  36.63964
08522 146.20087   0.49654 148.27427 -12.31590 235.70042  37.93496
08523 147.77292   0.49654 149.78518 -11.77978 236.85959  39.21951
08524 149.34497   0.49654 151.29003 -11.23538 238.06137  40.49237
08525 150.91702   0.49654 152.78903 -10.68310 239.30899  41.75252
08526 152.48907   0.49654 154.28241 -10.12336 240.60589  42.99887
08527 154.06113   0.49654 155.77043  -9.55656 241.95577  44.23022
08528 155.63318   0.49654 157.25333  -8.98311 243.36253  45.44523
08529 157.20523   0.49654 158.73138  -8.40341 244.83034  46.64246
08530 158.77728   0.49654 160.20485  -7.81788 246.36361  47.82032
08531 160.34933   0.49654 161.67403  -7.22690 247.96700  48.97708
08532 161.92139   0.49654 163.13922  -6.63089 249.64539  50.11084
08533 163.49344   0.49654 164.60070  -6.03025 251.40381  51.21950
08534 165.06549   0.49654 166.05880  -5.42538 253.24750  52.30080
08535 166.63754   0.49654 167.51381  -4.81669 255.18174  53.35226
08536 168.20961   0.49654 168.96609  -4.20455 257.21186  54.37117
08537 169.78166   0.49654 170.41592  -3.58940 259.34300  55.35460
08538 171.35371   0.49654 171.86365  -2.97161 261.58008  56.29939
08539 172.92577   0.49654 173.30961  -2.35158 263.92759  57.20216
08540 174.49782   0.49654 174.75413  -1.72972 266.38930  58.05929
08541 176.06987   0.49654 176.19755  -1.10642 268.96806  58.86697
08542 177.64192   0.49654 177.64022  -0.48208 271.66550  59.62122
08543 179.21397   0.49654 179.08247   0.14291 274.48164  60.31791
08544 180.78603   0.49654 180.52466   0.76816 277.41466  60.95288
08545 182.35808   0.49654 181.96711   1.39325 280.46043  61.52196
08546 183.93013   0.49654 183.41019   2.01781 283.61239  62.02110
08547 185.50218   0.49654 184.85422   2.64143 286.86128  62.44648
08548 187.07423   0.49654 186.29955   3.26372 290.19508  62.79462
08549 188.64629   0.49654 187.74653   3.88428 293.59918  63.06250
08550 190.21834   0.49654 189.19548   4.50270 297.05649  63.24770
08551 191.79039   0.49654 190.64674   5.11860 300.54810  63.34849
08552 193.36244   0.49654 192.10065   5.73157 304.05382  63.36391
08553 194.93449   0.49654 193.55753   6.34120 307.55288  63.29379
08554 196.50655   0.49654 195.01771   6.94712 311.02483  63.13883
08555 198.07860   0.49654 196.48149   7.54889 314.45015  62.90048
08556 199.65065   0.49654 197.94919   8.14613 317.81108  62.58092
08557 201.22270   0.49654 199.42112   8.73842 321.09207  62.18298
08558 202.79475   0.49654 200.89758   9.32536 324.28015  61.70998
08559 204.36681   0.49654 202.37885   9.90655 327.36508  61.16562
08560 205.93886   0.49654 203.86520  10.48158 330.33928  60.55390
08561 207.51091   0.49654 205.35692  11.05003 333.19783  59.87896
08562 209.08296   0.49654 206.85425  11.61149 335.93810  59.14496
08563 210.65501   0.49654 208.35745  12.16556 338.55949  58.35606
08564 212.22707   0.49654 209.86677  12.71183 341.06309  57.51628
08565 213.79912   0.49654 211.38240  13.24988 343.45133  56.62952
08566 215.37117   0.49654 212.90456  13.77929 345.72769  55.69946
08567 216.94322   0.49654 214.43346  14.29966 347.89643  54.72957
08568 218.51527   0.49654 215.96925  14.81058 349.96232  53.72309
08569 220.08733   0.49654 217.51213  15.31163 351.93049  52.68304
08570 221.65938   0.49654 219.06220  15.80241 353.80618  51.61219
08571 223.23143   0.49654 220.61960  16.28250 355.59470  50.51310
08572 224.80348   0.49654 222.18445  16.75150 357.30131  49.38814
08573 226.37553   0.49654 223.75681  17.20900 358.93113  48.23943
08574 227.94759   0.49654 225.33677  17.65462   0.48912  47.06895
08575 229.51964   0.49654 226.92434  18.08794   1.97999  45.87851
08576 231.09169   0.49654 228.51956  18.50857   3.40824  44.66973
08577 232.66374   0.49654 230.12241  18.91614   4.77813  43.44412
08578 234.23579   0.49654 231.73287  19.31024   6.09367  42.20303
08579 235.80786   0.49654 233.35090  19.69053   7.35865  40.94770
08580 237.37991   0.49654 234.97637  20.05661   8.57655  39.67929
08581 238.95197   0.49654 236.60922  20.40813   9.75072  38.39883
08582 240.52402   0.49654 238.24928  20.74474  10.88421  37.10729
08583 242.09607   0.49654 239.89641  21.06610  11.97992  35.80553
08584 243.66812   0.49654 241.55043  21.37188  13.04054  34.49435
08585 245.24017   0.49654 243.21111  21.66175  14.06858  33.17450
08586 246.81223   0.49654 244.87823  21.93542  15.06640  31.84664
08587 248.38428   0.49654 246.55151  22.19259  16.03618  30.51141
08588 249.95633   0.49654 248.23067  22.43297  16.97998  29.16939
08589 251.52838   0.49654 249.91539  22.65631  17.89972  27.82112
08590 253.10043   0.49654 251.60534  22.86236  18.79720  26.46710
08591 254.67249   0.49654 253.30017  23.05088  19.67414  25.10777
08592 256.24454   0.49654 254.99947  23.22166  20.53209  23.74359
08593 257.81659   0.49654 256.70286  23.37451  21.37259  22.37496
08594 259.38864   0.49654 258.40991  23.50925  22.19703  21.00226
08595 260.96069   0.49654 260.12019  23.62572  23.00678  19.62584
08596 262.53275   0.49654 261.83326  23.72379  23.80310  18.24603
08597 264.10480   0.49654 263.54864  23.80335  24.58720  16.86316
08598 265.67685   0.49654 265.26586  23.86429  25.36023  15.47754
08599 267.24890   0.49654 266.98444  23.90655  26.12331  14.08944
08600 268.82095   0.49654 268.70390  23.93007  26.87750  12.69915
08601 270.39301   0.49654 270.42374  23.93483  27.62382  11.30692
08602 271.96506   0.49654 272.14345  23.92083  28.36324   9.91301
08603 273.53711   0.49654 273.86255  23.88807  29.09674   8.51768
08604 275.10916   0.49654 275.58055  23.83660  29.82524   7.12115
08605 276.68121   0.49654 277.29696  23.76648  30.54965   5.72366
08606 278.25327   0.49654 279.01131  23.67778  31.27086   4.32542
08607 279.82532   0.49654 280.72311  23.57063  31.98973   2.92668
08608 281.39737   0.49654 282.43192  23.44513  32.70715   1.52766
08609 282.96942   0.49654 284.13729  23.30144  33.42397   0.12857
08610 284.54147   0.49654 285.83880  23.13972  34.14104  -1.27037
08611 286.11353   0.49654 287.53604  22.96016  34.85923  -2.66896
08612 287.68558   0.49654 289.22860  22.76296  35.57938  -4.06694
08613 289.25763   0.49654 290.91612  22.54835  36.30237  -5.46411
08614 290.82968   0.49654 292.59825  22.31656  37.02907  -6.86023
08615 292.40173   0.49654 294.27467  22.06785  37.76038  -8.25509
08616 293.97379   0.49654 295.94509  21.80248  38.49721  -9.64844
08617 295.54584   0.49654 297.60920  21.52076  39.24049 -11.04004
08618 297.11789   0.49654 299.26677  21.22297  39.99119 -12.42962
08619 298.68994   0.49654 300.91756  20.90943  40.75028 -13.81695
08620 300.26199   0.49654 302.56139  20.58047  41.51881 -15.20173
08621 301.83405   0.49654 304.19808  20.23642  42.29784 -16.58370
08622 303.40610   0.49654 305.82747  19.87763  43.08847 -17.96255
08623 304.97815   0.49654 307.44945  19.50445  43.89186 -19.33796
08624 306.55020   0.49654 309.06393  19.11725  44.70924 -20.70961
08625 308.12225   0.49654 310.67082  18.71640  45.54188 -22.07714
08626 309.69431   0.49654 312.27011  18.30227  46.39114 -23.44020
08627 311.26636   0.49654 313.86176  17.87526  47.25841 -24.79838
08628 312.83841   0.49654 315.44577  17.43576  48.14522 -26.15125
08629 314.41046   0.49654 317.02217  16.98415  49.05316 -27.49837
08630 315.98251   0.49654 318.59103  16.52084  49.98391 -28.83926
08631 317.55457   0.49654 320.15241  16.04623  50.93927 -30.17340
08632 319.12662   0.49654 321.70641  15.56073  51.92115 -31.50022
08633 320.69867   0.49654 323.25313  15.06474  52.93160 -32.81912
08634 322.27072   0.49654 324.79271  14.55867  53.97278 -34.12946
08635 323.84277   0.49654 326.32531  14.04293  55.04701 -35.43052
08636 325.41483   0.49654 327.85110  13.51794  56.15678 -36.72155
08637 326.98688   0.49654 329.37025  12.98411  57.30472 -38.00169
08638 328.55893   0.49654 330.88297  12.44184  58.49365 -39.27007
08639 330.13098   0.49654 332.38948  11.89156  59.72659 -40.52568
08640 331.70303   0.49654 333.89000  11.33367  61.00674 -41.76745
08641 333.27509   0.49654 335.38478  10.76858  62.33753 -42.99423
08642 334.84714   0.49654 336.87407  10.19671  63.72257 -44.20472
08643 336.41922   0.49654 338.35815   9.61846  65.16572 -45.39756
08644 337.99127   0.49654 339.83726   9.03425  66.67099 -46.57116
08645 339.56332   0.49654 341.31170   8.44449  68.24265 -47.72390
08646 341.13538   0.49654 342.78178   7.84957  69.88515 -48.85396
08647 342.70743   0.49654 344.24777   7.24991  71.60307 -49.95934
08648 344.27948   0.49654 345.70999   6.64592  73.40114 -51.03790
08649 345.85153   0.49654 347.16876   6.03799  75.28412 -52.08728
08650 347.42358   0.49654 348.62440   5.42652  77.25680 -53.10495
08651 348.99564   0.49654 350.07724   4.81192  79.32384 -54.08815
08652 350.56769   0.49654 351.52759   4.19459  81.48964 -55.03392
08653 352.13974   0.49654 352.97580   3.57493  83.75822 -55.93910
08654 353.71179   0.49654 354.42219   2.95334  86.13304 -56.80032
08655 355.28384   0.49654 355.86712   2.33022  88.61671 -57.61404
08656 356.85590   0.49654 357.31092   1.70595  91.21085 -58.37655
08657 358.42795   0.49654 358.75393   1.08095  93.91565 -59.08401
08658   0.78603   2.07039   1.54394   1.58704  99.30162 -58.56806
08659   2.35808   2.07039   2.98587   0.96216 102.16037 -59.09683
08660   3.93013   2.07039   4.42790   0.33809 105.10390 -59.55935
08661   5.50218   2.07039   5.87036  -0.28475 108.12401 -59.95255
08662   7.07424   2.07039   7.31361  -0.90600 111.21063 -60.27366
08663   8.64629   2.07039   8.75795  -1.52523 114.35180 -60.52030
08664  10.21834   2.07039  10.20373  -2.14206 117.53408 -60.69059
08665  11.79039   2.07039  11.65129  -2.75609 120.74272 -60.78318
08666  13.36244   2.07039  13.10095  -3.36693 123.96217 -60.79733
08667  14.93450   2.07039  14.55303  -3.97418 127.17654 -60.73293
08668  16.50655   2.07039  16.00784  -4.57745 130.37006 -60.59050
08669  18.07860   2.07039  17.46569  -5.17633 133.52766 -60.37117
08670  19.65065   2.07039  18.92689  -5.77043 136.63537 -60.07663
08671  21.22271   2.07039  20.39174  -6.35935 139.68070 -59.70909
08672  22.79476   2.07039  21.86051  -6.94269 142.65286 -59.27119
08673  24.36681   2.07039  23.33348  -7.52005 145.54296 -58.76590
08674  25.93886   2.07039  24.81093  -8.09104 148.34405 -58.19646
08675  27.51092   2.07039  26.29312  -8.65525 151.05107 -57.56627
08676  29.08297   2.07039  27.78029  -9.21228 153.66069 -56.87882
08677  30.65502   2.07039  29.27267  -9.76173 156.17120 -56.13762
08678  32.22707   2.07039  30.77050 -10.30320 158.58227 -55.34616
08679  33.79913   2.07039  32.27400 -10.83629 160.89476 -54.50783
08680  35.37118   2.07039  33.78334 -11.36060 163.11047 -53.62591
08681  36.94323   2.07039  35.29871 -11.87573 165.23196 -52.70352
08682  38.51528   2.07039  36.82029 -12.38128 167.26239 -51.74363
08683  40.08733   2.07039  38.34822 -12.87686 169.20533 -50.74904
08684  41.65939   2.07039  39.88265 -13.36207 171.06461 -49.72235
08685  43.23144   2.07039  41.42367 -13.83652 172.84423 -48.66601
08686  44.80349   2.07039  42.97139 -14.29981 174.54828 -47.58228
08687  46.37555   2.07039  44.52590 -14.75157 176.18085 -46.47324
08688  47.94760   2.07039  46.08724 -15.19140 177.74595 -45.34084
08689  49.51965   2.07039  47.65545 -15.61892 179.24752 -44.18687
08690  51.09170   2.07039  49.23056 -16.03377 180.68936 -43.01296
08691  52.66375   2.07039  50.81254 -16.43556 182.07512 -41.82064
08692  54.23581   2.07039  52.40139 -16.82395 183.40829 -40.61127
08693  55.80786   2.07039  53.99703 -17.19857 184.69220 -39.38617
08694  57.37991   2.07039  55.59940 -17.55906 185.92999 -38.14649
08695  58.95196   2.07039  57.20840 -17.90510 187.12465 -36.89333
08696  60.52402   2.07039  58.82391 -18.23634 188.27899 -35.62767
08697  62.09607   2.07039  60.44578 -18.55247 189.39565 -34.35046
08698  63.66812   2.07039  62.07383 -18.85316 190.47714 -33.06253
08699  65.24017   2.07039  63.70788 -19.13813 191.52581 -31.76466
08700  66.81223   2.07039  65.34771 -19.40708 192.54387 -30.45757
08701  68.38428   2.07039  66.99308 -19.65974 193.53339 -29.14195
08702  69.95633   2.07039  68.64372 -19.89584 194.49634 -27.81841
08703  71.52838   2.07039  70.29934 -20.11514 195.43457 -26.48752
08704  73.10043   2.07039  71.95966 -20.31740 196.34980 -25.14984
08705  74.67249   2.07039  73.62434 -20.50241 197.24369 -23.80584
08706  76.24454   2.07039  75.29304 -20.66996 198.11778 -22.45601
08707  77.81659   2.07039  76.96538 -20.81988 198.97354 -21.10078
08708  79.38864   2.07039  78.64101 -20.95200 199.81235 -19.74056
08709  80.96069   2.07039  80.31952 -21.06618 200.63555 -18.37573
08710  82.53275   2.07039  82.00052 -21.16228 201.44439 -17.00665
08711  84.10480   2.07039  83.68358 -21.24021 202.24005 -15.63367
08712  85.67686   2.07039  85.36829 -21.29987 203.02370 -14.25711
08713  87.24891   2.07039  87.05420 -21.34119 203.79642 -12.87729
08714  88.82096   2.07039  88.74087 -21.36414 204.55927 -11.49449
08715  90.39301   2.07039  90.42787 -21.36868 205.31327 -10.10899
08716  91.96507   2.07039  92.11477 -21.35481 206.05940  -8.72106
08717  93.53712   2.07039  93.80109 -21.32255 206.79861  -7.33096
08718  95.10917   2.07039  95.48641 -21.27193 207.53182  -5.93895
08719  96.68122   2.07039  97.17030 -21.20301 208.25996  -4.54525
08720  98.25327   2.07039  98.85232 -21.11586 208.98389  -3.15011
08721  99.82533   2.07039 100.53207 -21.01059 209.70451  -1.75375
08722 101.39738   2.07039 102.20910 -20.88732 210.42267  -0.35640
08723 102.96943   2.07039 103.88305 -20.74617 211.13922   1.04171
08724 104.54148   2.07039 105.55351 -20.58730 211.85502   2.44037
08725 106.11353   2.07039 107.22012 -20.41090 212.57092   3.83935
08726 107.68559   2.07039 108.88255 -20.21714 213.28779   5.23846
08727 109.25764   2.07039 110.54042 -20.00624 214.00647   6.63745
08728 110.82969   2.07039 112.19345 -19.77842 214.72784   8.03610
08729 112.40174   2.07039 113.84133 -19.53392 215.45281   9.43421
08730 113.97379   2.07039 115.48380 -19.27301 216.18226  10.83153
08731 115.54585   2.07039 117.12060 -18.99594 216.91714  12.22785
08732 117.11790   2.07039 118.75150 -18.70300 217.65839  13.62290
08733 118.68996   2.07039 120.37630 -18.39449 218.40702  15.01647
08734 120.26201   2.07039 121.99481 -18.07071 219.16402  16.40827
08735 121.83406   2.07039 123.60688 -17.73198 219.93049  17.79805
08736 123.40611   2.07039 125.21237 -17.37863 220.70751  19.18554
08737 124.97816   2.07039 126.81117 -17.01100 221.49627  20.57044
08738 126.55022   2.07039 128.40321 -16.62942 222.29798  21.95245
08739 128.12227   2.07039 129.98840 -16.23427 223.11392  23.33124
08740 129.69432   2.07039 131.56671 -15.82589 223.94546  24.70648
08741 131.26637   2.07039 133.13813 -15.40465 224.79402  26.07779
08742 132.83842   2.07039 134.70266 -14.97092 225.66115  27.44480
08743 134.41048   2.07039 136.26034 -14.52508 226.54846  28.80710
08744 135.98253   2.07039 137.81120 -14.06753 227.45767  30.16422
08745 137.55458   2.07039 139.35531 -13.59863 228.39064  31.51570
08746 139.12663   2.07039 140.89276 -13.11878 229.34935  32.86102
08747 140.69868   2.07039 142.42366 -12.62836 230.33590  34.19963
08748 142.27074   2.07039 143.94814 -12.12778 231.35259  35.53093
08749 143.84279   2.07039 145.46633 -11.61744 232.40183  36.85425
08750 145.41484   2.07039 146.97840 -11.09772 233.48626  38.16888
08751 146.98689   2.07039 148.48452 -10.56903 234.60871  39.47405
08752 148.55894   2.07039 149.98488 -10.03176 235.77220  40.76891
08753 150.13100   2.07039 151.47970  -9.48632 236.98003  42.05254
08754 151.70305   2.07039 152.96917  -8.93310 238.23570  43.32390
08755 153.27510   2.07039 154.45354  -8.37251 239.54300  44.58189
08756 154.84715   2.07039 155.93305  -7.80495 240.90601  45.82526
08757 156.41920   2.07039 157.40795  -7.23082 242.32909  47.05268
08758 157.99126   2.07039 158.87852  -6.65050 243.81694  48.26266
08759 159.56331   2.07039 160.34501  -6.06442 245.37450  49.45354
08760 161.13536   2.07039 161.80771  -5.47296 247.00710  50.62352
08761 162.70741   2.07039 163.26691  -4.87653 248.72032  51.77061
08762 164.27946   2.07039 164.72292  -4.27551 250.52003  52.89261
08763 165.85152   2.07039 166.17605  -3.67031 252.41232  53.98712
08764 167.42357   2.07039 167.62660  -3.06133 254.40342  55.05147
08765 168.99564   2.07039 169.07490  -2.44896 256.49969  56.08278
08766 170.56769   2.07039 170.52124  -1.83359 258.70730  57.07786
08767 172.13974   2.07039 171.96598  -1.21563 261.03226  58.03327
08768 173.71179   2.07039 173.40944  -0.59547 263.48009  58.94530
08769 175.28384   2.07039 174.85196   0.02650 266.05553  59.80996
08770 176.85590   2.07039 176.29389   0.64988 268.76222  60.62303
08771 178.42795   2.07039 177.73554   1.27428 271.60227  61.38006
08772 180.00000   2.07039 179.17728   1.89930 274.57589  62.07644
08773 181.57205   2.07039 180.61943   2.52454 277.68092  62.70750
08774 183.14410   2.07039 182.06235   3.14962 280.91236  63.26858
08775 184.71616   2.07039 183.50640   3.77413 284.26207  63.75515
08776 186.28821   2.07039 184.95189   4.39767 287.71845  64.16298
08777 187.86026   2.07039 186.39918   5.01985 291.26648  64.48827
08778 189.43231   2.07039 187.84861   5.64027 294.88787  64.72781
08779 191.00436   2.07039 189.30052   6.25853 298.56148  64.87915
08780 192.57642   2.07039 190.75526   6.87423 302.26406  64.94067
08781 194.14847   2.07039 192.21314   7.48696 305.97108  64.91171
08782 195.72052   2.07039 193.67450   8.09632 309.65788  64.79258
08783 197.29257   2.07039 195.13967   8.70190 313.30064  64.58456
08784 198.86462   2.07039 196.60896   9.30330 316.87736  64.28981
08785 200.43668   2.07039 198.08271   9.90012 320.36867  63.91130
08786 202.00873   2.07039 199.56119  10.49193 323.75830  63.45261
08787 203.58078   2.07039 201.04471  11.07834 327.03343  62.91786
08788 205.15283   2.07039 202.53358  11.65892 330.18472  62.31147
08789 206.72488   2.07039 204.02807  12.23326 333.20606  61.63807
08790 208.29694   2.07039 205.52846  12.80095 336.09432  60.90234
08791 209.86899   2.07039 207.03499  13.36157 338.84887  60.10894
08792 211.44104   2.07039 208.54793  13.91470 341.47121  59.26235
08793 213.01309   2.07039 210.06751  14.45993 343.96450  58.36691
08794 214.58514   2.07039 211.59396  14.99682 346.33311  57.42668
08795 216.15720   2.07039 213.12749  15.52498 348.58233  56.44547
08796 217.72925   2.07039 214.66827  16.04396 350.71796  55.42684
08797 219.30130   2.07039 216.21650  16.55336 352.74620  54.37404
08798 220.87335   2.07039 217.77234  17.05275 354.67334  53.29008
