field        ra       dec   eclip_l   eclip_b   galac_l   galac_b
00000 testfield testfield testfield testfield testfield testfield
05131  85.75472 -23.11126  84.33512 -46.46814 227.34910 -24.81798
05132  87.45284 -23.11126  86.60263 -46.52144 227.95179 -23.35627
05133  89.15095 -23.11126  88.87278 -46.54804 228.55966 -21.89870
05134  90.84906 -23.11126  91.14380 -46.54787 229.17331 -20.44548
05135  92.54717 -23.11126  93.41392 -46.52095 229.79332 -18.99680
05136  94.24529 -23.11126  95.68136 -46.46732 230.42030 -17.55289
05137  95.94340 -23.11126  97.94434 -46.38713 231.05483 -16.11399
05138  97.64151 -23.11126 100.20116 -46.28054 231.69750 -14.68033
05139  99.33962 -23.11126 102.45015 -46.14783 232.34891 -13.25215
05140 101.03774 -23.11126 104.68972 -45.98927 233.00968 -11.82972
05141 102.73586 -23.11126 106.91832 -45.80524 233.68041 -10.41332
05142 104.43397 -23.11126 109.13451 -45.59615 234.36173  -9.00325
05143 106.13208 -23.11126 111.33694 -45.36245 235.05427  -7.59980
05144 107.83019 -23.11126 113.52436 -45.10466 235.75870  -6.20328
05145 109.52831 -23.11126 115.69565 -44.82331 236.47567  -4.81403
05146 111.22642 -23.11126 117.84976 -44.51898 237.20587  -3.43241
05147 112.92453 -23.11126 119.98578 -44.19230 237.95000  -2.05879
05148 114.62264 -23.11126 122.10292 -43.84391 238.70878  -0.69355
05149 116.32076 -23.11126 124.20049 -43.47448 239.48297   0.66291
05150 118.01887 -23.11126 126.27791 -43.08469 240.27330   2.01013
05151 119.71699 -23.11126 128.33474 -42.67527 241.08058   3.34769
05152 121.41510 -23.11126 130.37059 -42.24692 241.90561   4.67508
05153 123.11321 -23.11126 132.38522 -41.80039 242.74922   5.99181
05154 124.81133 -23.11126 134.37850 -41.33640 243.61227   7.29736
05155 126.50944 -23.11126 136.35032 -40.85572 244.49564   8.59114
05156 128.20755 -23.11126 138.30073 -40.35908 245.40023   9.87258
05157 129.90567 -23.11126 140.22982 -39.84723 246.32697  11.14107
05158 131.60378 -23.11126 142.13775 -39.32092 247.27681  12.39592
05159 133.30190 -23.11126 144.02478 -38.78088 248.25073  13.63646
05160 135.00000 -23.11126 145.89118 -38.22785 249.24970  14.86195
05161 136.69812 -23.11126 147.73733 -37.66255 250.27474  16.07164
05162 138.39622 -23.11126 149.56360 -37.08570 251.32688  17.26470
05163 140.09435 -23.11126 151.37048 -36.49799 252.40715  18.44031
05164 141.79245 -23.11126 153.15838 -35.90015 253.51658  19.59754
05165 143.49057 -23.11126 154.92787 -35.29283 254.65624  20.73549
05166 145.18867 -23.11126 156.67945 -34.67673 255.82712  21.85314
05167 146.88680 -23.11126 158.41372 -34.05248 257.03030  22.94949
05168 148.58492 -23.11126 160.13123 -33.42076 258.26675  24.02345
05169 150.28302 -23.11126 161.83255 -32.78219 259.53743  25.07388
05170 151.98114 -23.11126 163.51834 -32.13740 260.84329  26.09963
05171 153.67924 -23.11126 165.18917 -31.48701 262.18519  27.09945
05172 155.37737 -23.11126 166.84571 -30.83159 263.56396  28.07210
05173 157.07547 -23.11126 168.48852 -30.17176 264.98028  29.01624
05174 158.77359 -23.11126 170.11828 -29.50807 266.43480  29.93053
05175 160.47169 -23.11126 171.73558 -28.84111 267.92798  30.81355
05176 162.16982 -23.11126 173.34107 -28.17141 269.46022  31.66391
05177 163.86792 -23.11126 174.93532 -27.49953 271.03165  32.48010
05178 165.56604 -23.11126 176.51898 -26.82600 272.64233  33.26068
05179 167.26416 -23.11126 178.09264 -26.15134 274.29206  34.00412
05180 168.96227 -23.11126 179.65689 -25.47607 275.98039  34.70892
05181 170.66039 -23.11126 181.21233 -24.80068 277.70667  35.37357
05182 172.35849 -23.11126 182.75950 -24.12570 279.46996  35.99659
05183 174.05661 -23.11126 184.29902 -23.45158 281.26908  36.57651
05184 175.75471 -23.11126 185.83138 -22.77883 283.10248  37.11189
05185 177.45284 -23.11126 187.35720 -22.10790 284.96841  37.60139
05186 179.15094 -23.11126 188.87693 -21.43928 286.86471  38.04368
05187 180.84906 -23.11126 190.39114 -20.77342 288.78901  38.43755
05188 182.54718 -23.11126 191.90031 -20.11077 290.73860  38.78187
05189 184.24529 -23.11126 193.40494 -19.45179 292.71048  39.07564
05190 185.94341 -23.11126 194.90551 -18.79691 294.70143  39.31797
05191 187.64151 -23.11126 196.40245 -18.14659 296.70796  39.50812
05192 189.33963 -23.11126 197.89627 -17.50123 298.72647  39.64549
05193 191.03773 -23.11126 199.38734 -16.86130 300.75310  39.72966
05194 192.73586 -23.11126 200.87614 -16.22718 302.78402  39.76035
05195 194.43396 -23.11126 202.36302 -15.59932 304.81519  39.73746
05196 196.13208 -23.11126 203.84842 -14.97813 306.84272  39.66107
05197 197.83018 -23.11126 205.33266 -14.36402 308.86263  39.53142
05198 199.52831 -23.11126 206.81617 -13.75738 310.87117  39.34892
05199 201.22643 -23.11126 208.29925 -13.15863 312.86461  39.11414
05200 202.92453 -23.11126 209.78222 -12.56819 314.83946  38.82781
05201 204.62265 -23.11126 211.26542 -11.98641 316.79248  38.49079
05202 206.32076 -23.11126 212.74913 -11.41372 318.72063  38.10407
05203 208.01888 -23.11126 214.23365 -10.85049 320.62118  37.66875
05204 209.71698 -23.11126 215.71922 -10.29712 322.49165  37.18606
05205 211.41510 -23.11126 217.20613  -9.75396 324.32992  36.65726
05206 213.11320 -23.11126 218.69456  -9.22142 326.13411  36.08375
05207 214.81133 -23.11126 220.18478  -8.69985 327.90273  35.46691
05208 216.50943 -23.11126 221.67694  -8.18962 329.63445  34.80823
05209 218.20755 -23.11126 223.17126  -7.69110 331.32836  34.10918
05210 219.90567 -23.11126 224.66789  -7.20464 332.98374  33.37127
05211 221.60378 -23.11126 226.16697  -6.73059 334.60011  32.59601
05212 223.30190 -23.11126 227.66865  -6.26930 336.17728  31.78490
05213 225.00000 -23.11126 229.17301  -5.82111 337.71520  30.93944
05214 226.69812 -23.11126 230.68019  -5.38635 339.21406  30.06107
05215 228.39622 -23.11126 232.19022  -4.96535 340.67416  29.15126
05216 230.09435 -23.11126 233.70322  -4.55842 342.09603  28.21137
05217 231.79245 -23.11126 235.21917  -4.16589 343.48021  27.24280
05218 233.49057 -23.11126 236.73815  -3.78805 344.82744  26.24685
05219 235.18867 -23.11126 238.26014  -3.42519 346.13849  25.22481
05220 236.88680 -23.11126 239.78515  -3.07761 347.41425  24.17788
05221 238.58492 -23.11126 241.31315  -2.74557 348.65562  23.10727
05222 240.28302 -23.11126 242.84408  -2.42936 349.86356  22.01413
05223 241.98114 -23.11126 244.37791  -2.12922 351.03910  20.89950
05224 243.67924 -23.11126 245.91455  -1.84539 352.18322  19.76446
05225 245.37737 -23.11126 247.45394  -1.57812 353.29701  18.60996
05226 247.07547 -23.11126 248.99595  -1.32762 354.38145  17.43699
05227 248.77359 -23.11126 250.54048  -1.09410 355.43762  16.24640
05228 250.47169 -23.11126 252.08739  -0.87777 356.46654  15.03910
05229 252.16982 -23.11126 253.63657  -0.67880 357.46926  13.81584
05230 253.86792 -23.11126 255.18782  -0.49736 358.44675  12.57745
05231 255.56604 -23.11126 256.74101  -0.33362 359.40004  11.32464
05232 257.26416 -23.11126 258.29596  -0.18770   0.33009  10.05810
05233 258.96228 -23.11126 259.85248  -0.05974   1.23785   8.77850
05234 260.66037 -23.11126 261.41036   0.05014   2.12424   7.48649
05235 262.35849 -23.11126 262.96944   0.14186   2.99019   6.18262
05236 264.05661 -23.11126 264.52950   0.21534   3.83659   4.86747
05237 265.75473 -23.11126 266.09033   0.27050   4.66427   3.54159
05238 267.45282 -23.11126 267.65168   0.30730   5.47407   2.20551
05239 269.15094 -23.11126 269.21339   0.32571   6.26683   0.85966
05240 270.84906 -23.11126 270.77521   0.32571   7.04332  -0.49548
05241 272.54718 -23.11126 272.33692   0.30731   7.80430  -1.85948
05242 274.24530 -23.11126 273.89831   0.27050   8.55052  -3.23191
05243 275.94339 -23.11126 275.45913   0.21534   9.28270  -4.61238
05244 277.64151 -23.11126 277.01921   0.14187  10.00155  -6.00054
05245 279.33963 -23.11126 278.57831   0.05014  10.70777  -7.39602
05246 281.03775 -23.11126 280.13581  -0.05988  11.40200  -8.79850
05247 282.73584 -23.11126 281.69299  -0.18772  12.08491 -10.20761
05248 284.43396 -23.11126 283.24795  -0.33364  12.75714 -11.62311
05249 286.13208 -23.11126 284.80121  -0.49739  13.41932 -13.04467
05250 287.83020 -23.11126 286.35255  -0.67884  14.07206 -14.47203
05251 289.52829 -23.11126 287.90178  -0.87783  14.71596 -15.90490
05252 291.22641 -23.11126 289.44879  -1.09418  15.35164 -17.34306
05253 292.92453 -23.11126 290.99343  -1.32772  15.97968 -18.78626
05254 294.62265 -23.11126 292.53556  -1.57825  16.60068 -20.23426
05255 296.32077 -23.11126 294.07507  -1.84555  17.21522 -21.68685
05256 298.01886 -23.11126 295.61182  -2.12940  17.82389 -23.14377
05257 299.71698 -23.11126 297.14579  -2.42959  18.42730 -24.60489
05258 301.41510 -23.11126 298.67688  -2.74585  19.02604 -26.06998
05259 303.11322 -23.11126 300.20502  -3.07793  19.62074 -27.53886
05260 304.81131 -23.11126 301.73015  -3.42555  20.21200 -29.01131
05261 306.50943 -23.11126 303.25231  -3.78847  20.80049 -30.48721
05262 308.20755 -23.11126 304.77146  -4.16637  21.38688 -31.96636
05263 309.90567 -23.11126 306.28760  -4.55897  21.97185 -33.44861
05264 311.60379 -23.11126 307.80076  -4.96597  22.55613 -34.93379
05265 313.30188 -23.11126 309.31097  -5.38704  23.14048 -36.42172
05266 315.00000 -23.11126 310.81834  -5.82187  23.72575 -37.91230
05267 316.69812 -23.11126 312.32291  -6.27015  24.31279 -39.40535
05268 318.39624 -23.11126 313.82478  -6.73153  24.90255 -40.90072
05269 320.09433 -23.11126 315.32405  -7.20566  25.49604 -42.39825
05270 321.79245 -23.11126 316.82088  -7.69222  26.09439 -43.89784
05271 323.49057 -23.11126 318.31542  -8.19084  26.69883 -45.39932
05272 325.18869 -23.11126 319.80781  -8.70118  27.31072 -46.90254
05273 326.88678 -23.11126 321.29822  -9.22285  27.93157 -48.40732
05274 328.58490 -23.11126 322.78689  -9.75551  28.56313 -49.91357
05275 330.28302 -23.11126 324.27402 -10.29878  29.20733 -51.42110
05276 331.98114 -23.11126 325.75984 -10.85228  29.86641 -52.92974
05277 333.67926 -23.11126 327.24461 -11.41563  30.54292 -54.43933
05278 335.37735 -23.11126 328.72854 -11.98845  31.23986 -55.94964
05279 337.07547 -23.11126 330.21199 -12.57035  31.96074 -57.46052
05280 338.77359 -23.11126 331.69523 -13.16093  32.70969 -58.97174
05281 340.47171 -23.11126 333.17856 -13.75981  33.49168 -60.48303
05282 342.16980 -23.11126 334.66229 -14.36657  34.31265 -61.99408
05283 343.86792 -23.11126 336.14682 -14.98083  35.17992 -63.50462
05284 345.56604 -23.11126 337.63248 -15.60217  36.10245 -65.01422
05285 347.26416 -23.11126 339.11965 -16.23017  37.09147 -66.52243
05286 348.96228 -23.11126 340.60872 -16.86443  38.16117 -68.02866
05287 350.66037 -23.11126 342.10007 -17.50450  39.32980 -69.53217
05288 352.35849 -23.11126 343.59417 -18.15000  40.62127 -71.03207
05289 354.05661 -23.11126 345.09142 -18.80047  42.06734 -72.52713
05290 355.75473 -23.11126 346.59228 -19.45549  43.71123 -74.01571
05291 357.45282 -23.11126 348.09719 -20.11461  45.61306 -75.49549
05292 359.15094 -23.11126 349.60667 -20.77740  47.85890 -76.96326
05293   0.00000 -21.53741 351.07600 -19.68483  55.67595 -77.02793
05294   1.68224 -21.53741 352.58496 -20.34725  59.29930 -78.39012
05295   3.36449 -21.53741 354.09929 -21.01196  63.77114 -79.70528
05296   5.04673 -21.53741 355.61946 -21.67848  69.40925 -80.95260
05297   6.72897 -21.53741 357.14600 -22.34636  76.65295 -82.09969
05298   8.41121 -21.53741 358.67942 -23.01513  86.04907 -83.09617
05299  10.09346 -21.53741   0.22027 -23.68431  98.08316 -83.86803
05300  11.77570 -21.53741   1.76906 -24.35342 112.68743 -84.32273
05301  13.45794 -21.53741   3.32634 -25.02196 128.62830 -84.38266
05302  15.14019 -21.53741   4.89269 -25.68945 143.80235 -84.03590
05303  16.82243 -21.53741   6.46864 -26.35536 156.62727 -83.34578
05304  18.50467 -21.53741   8.05477 -27.01919 166.74637 -82.40541
05305  20.18692 -21.53741   9.65167 -27.68042 174.55228 -81.29563
05306  21.86916 -21.53741  11.25988 -28.33851 180.60279 -80.07324
05307  23.55140 -21.53741  12.88000 -28.99291 185.37350 -78.77511
05308  25.23364 -21.53741  14.51260 -29.64307 189.21513 -77.42485
05309  26.91589 -21.53741  16.15826 -30.28844 192.37498 -76.03773
05310  28.59813 -21.53741  17.81754 -30.92843 195.02616 -74.62391
05311  30.28037 -21.53741  19.49102 -31.56246 197.29101 -73.19032
05312  31.96262 -21.53741  21.17926 -32.18994 199.25731 -71.74179
05313  33.64486 -21.53741  22.88279 -32.81025 200.98909 -70.28183
05314  35.32710 -21.53741  24.60215 -33.42279 202.53397 -68.81299
05315  37.00935 -21.53741  26.33788 -34.02694 203.92792 -67.33720
05316  38.69159 -21.53741  28.09044 -34.62203 205.19853 -65.85597
05317  40.37383 -21.53741  29.86032 -35.20744 206.36731 -64.37043
05318  42.05608 -21.53741  31.64798 -35.78251 207.45125 -62.88152
05319  43.73832 -21.53741  33.45380 -36.34655 208.46394 -61.38999
05320  45.42056 -21.53741  35.27817 -36.89891 209.41636 -59.89646
05321  47.10280 -21.53741  37.12142 -37.43889 210.31750 -58.40144
05322  48.78505 -21.53741  38.98385 -37.96582 211.17479 -56.90535
05323  50.46729 -21.53741  40.86568 -38.47898 211.99441 -55.40860
05324  52.14953 -21.53741  42.76709 -38.97768 212.78158 -53.91151
05325  53.83178 -21.53741  44.68821 -39.46123 213.54070 -52.41435
05326  55.51402 -21.53741  46.62906 -39.92891 214.27556 -50.91740
05327  57.19626 -21.53741  48.58963 -40.38002 214.98941 -49.42090
05328  58.87851 -21.53741  50.56982 -40.81388 215.68507 -47.92505
05329  60.56075 -21.53741  52.56944 -41.22978 216.36501 -46.43007
05330  62.24299 -21.53741  54.58821 -41.62704 217.03141 -44.93614
05331  63.92523 -21.53741  56.62577 -42.00499 217.68618 -43.44344
05332  65.60748 -21.53741  58.68168 -42.36299 218.33105 -41.95214
05333  67.28972 -21.53741  60.75535 -42.70037 218.96756 -40.46242
05334  68.97196 -21.53741  62.84613 -43.01654 219.59710 -38.97445
05335  70.65421 -21.53741  64.95329 -43.31089 220.22094 -37.48836
05336  72.33645 -21.53741  67.07595 -43.58286 220.84023 -36.00434
05337  74.01869 -21.53741  69.21315 -43.83192 221.45605 -34.52254
05338  75.70094 -21.53741  71.36386 -44.05757 222.06940 -33.04312
05339  77.38318 -21.53741  73.52692 -44.25935 222.68119 -31.56624
05340  79.06542 -21.53741  75.70111 -44.43684 223.29230 -30.09207
05341  80.74767 -21.53741  77.88512 -44.58967 223.90355 -28.62076
05342  82.42991 -21.53741  80.07756 -44.71751 224.51573 -27.15250
05343  84.11215 -21.53741  82.27699 -44.82008 225.12957 -25.68746
05344  85.79440 -21.53741  84.48193 -44.89717 225.74581 -24.22581
05345  87.47664 -21.53741  86.69079 -44.94861 226.36513 -22.76774
05346  89.15888 -21.53741  88.90204 -44.97428 226.98823 -21.31344
05347  90.84112 -21.53741  91.11407 -44.97412 227.61576 -19.86312
05348  92.52336 -21.53741  93.32528 -44.94814 228.24838 -18.41696
05349  94.20560 -21.53741  95.53409 -44.89640 228.88675 -16.97520
05350  95.88785 -21.53741  97.73893 -44.81900 229.53150 -15.53803
05351  97.57009 -21.53741  99.93823 -44.71612 230.18327 -14.10571
05352  99.25233 -21.53741 102.13052 -44.58799 230.84271 -12.67847
05353 100.93458 -21.53741 104.31436 -44.43487 231.51048 -11.25656
05354 102.61682 -21.53741 106.48834 -44.25709 232.18721  -9.84025
05355 104.29906 -21.53741 108.65116 -44.05504 232.87357  -8.42981
05356 105.98131 -21.53741 110.80162 -43.82912 233.57023  -7.02553
05357 107.66355 -21.53741 112.93854 -43.57980 234.27788  -5.62773
05358 109.34579 -21.53741 115.06089 -43.30758 234.99722  -4.23671
05359 111.02804 -21.53741 117.16773 -43.01299 235.72895  -2.85280
05360 112.71028 -21.53741 119.25818 -42.69659 236.47380  -1.47638
05361 114.39252 -21.53741 121.33149 -42.35899 237.23252  -0.10781
05362 116.07477 -21.53741 123.38703 -42.00080 238.00589   1.25254
05363 117.75701 -21.53741 125.42421 -41.62265 238.79469   2.60422
05364 119.43925 -21.53741 127.44259 -41.22521 239.59973   3.94683
05365 121.12150 -21.53741 129.44182 -40.80914 240.42185   5.27990
05366 122.80374 -21.53741 131.42159 -40.37513 241.26190   6.60293
05367 124.48598 -21.53741 133.38175 -39.92388 242.12078   7.91543
05368 126.16822 -21.53741 135.32217 -39.45607 242.99939   9.21686
05369 127.85046 -21.53741 137.24285 -38.97242 243.89868  10.50665
05370 129.53271 -21.53741 139.14384 -38.47361 244.81961  11.78422
05371 131.21495 -21.53741 141.02524 -37.96036 245.76317  13.04890
05372 132.89720 -21.53741 142.88724 -37.43336 246.73037  14.30006
05373 134.57944 -21.53741 144.73006 -36.89332 247.72225  15.53697
05374 136.26169 -21.53741 146.55401 -36.34091 248.73988  16.75891
05375 137.94392 -21.53741 148.35940 -35.77683 249.78432  17.96507
05376 139.62617 -21.53741 150.14662 -35.20174 250.85670  19.15465
05377 141.30841 -21.53741 151.91608 -34.61632 251.95811  20.32677
05378 142.99066 -21.53741 153.66823 -34.02121 253.08969  21.48053
05379 144.67290 -21.53741 155.40353 -33.41708 254.25254  22.61494
05380 146.35513 -21.53741 157.12248 -32.80456 255.44778  23.72901
05381 148.03738 -21.53741 158.82561 -32.18427 256.67656  24.82169
05382 149.71962 -21.53741 160.51344 -31.55683 257.93992  25.89184
05383 151.40187 -21.53741 162.18653 -30.92284 259.23895  26.93832
05384 153.08411 -21.53741 163.84542 -30.28291 260.57463  27.95991
05385 154.76636 -21.53741 165.49069 -29.63761 261.94794  28.95535
05386 156.44859 -21.53741 167.12290 -28.98752 263.35972  29.92330
05387 158.13084 -21.53741 168.74265 -28.33320 264.81080  30.86243
05388 159.81308 -21.53741 170.35049 -27.67520 266.30183  31.77132
05389 161.49533 -21.53741 171.94702 -27.01406 267.83336  32.64852
05390 163.17757 -21.53741 173.53279 -26.35033 269.40576  33.49253
05391 164.85982 -21.53741 175.10840 -25.68451 271.01928  34.30184
05392 166.54205 -21.53741 176.67438 -25.01714 272.67388  35.07490
05393 168.22430 -21.53741 178.23133 -24.34871 274.36938  35.81015
05394 169.90654 -21.53741 179.77978 -23.67972 276.10530  36.50603
05395 171.58879 -21.53741 181.32030 -23.01067 277.88092  37.16096
05396 173.27103 -21.53741 182.85339 -22.34203 279.69519  37.77340
05397 174.95328 -21.53741 184.37962 -21.67427 281.54678  38.34183
05398 176.63551 -21.53741 185.89946 -21.00789 283.43401  38.86476
05399 178.31776 -21.53741 187.41348 -20.34332 285.35492  39.34080
05400 180.00000 -21.53741 188.92213 -19.68103 287.30715  39.76859
05401 181.68224 -21.53741 190.42591 -19.02147 289.28806  40.14689
05402 183.36449 -21.53741 191.92532 -18.36508 291.29466  40.47456
05403 185.04672 -21.53741 193.42078 -17.71231 293.32366  40.75058
05404 186.72897 -21.53741 194.91279 -17.06359 295.37154  40.97408
05405 188.41121 -21.53741 196.40174 -16.41935 297.43448  41.14433
05406 190.09346 -21.53741 197.88810 -15.78001 299.50853  41.26078
05407 191.77570 -21.53741 199.37225 -15.14601 301.58953  41.32304
05408 193.45795 -21.53741 200.85461 -14.51775 303.67328  41.33089
05409 195.14018 -21.53741 202.33554 -13.89566 305.75550  41.28432
05410 196.82243 -21.53741 203.81544 -13.28012 307.83198  41.18347
